cart_items_id,Created_at,Quantity,Mockup_ID,Mockup_version,Sock_unit_price,Pkg_unit_price,Product_ID,Unit_price,Cart_total,Created_on
81521,2023-05-12 15:56:19.599000+00:00,120,74993,1,8.0,,,,120,2023-05-12
81507,2023-05-12 15:10:17.373000+00:00,60,159062,2,10.6,,,,60,2023-05-12
81520,2023-05-12 15:56:19.576000+00:00,,,,,1.0,,,120,2023-05-12
81498,2023-05-12 14:06:05.250000+00:00,60,164361,2,9.97,,,,60,2023-05-12
81606,2023-05-12 22:13:33.870000+00:00,150,144411,3,7.36,,,,250,2023-05-12
81595,2023-05-12 21:41:10.934000+00:00,,,,,1.0,,,120,2023-05-12
81581,2023-05-12 20:11:43.638000+00:00,,11626,3,11.02,,,,120,2023-05-12
81495,2023-05-12 11:52:15.511000+00:00,,,,,12.5,,,2,2023-05-12
81582,2023-05-12 20:11:43.663000+00:00,,,,,,,,120,2023-05-12
81612,2023-05-12 22:59:26.702000+00:00,120,163311,1,8.0,,,,120,2023-05-12
81593,2023-05-12 21:40:15.888000+00:00,300,162926,1,7.36,,,,300,2023-05-12
81594,2023-05-12 21:40:15.908000+00:00,,,,,,,,300,2023-05-12
81585,2023-05-12 21:25:04.763000+00:00,,,,,1.0,,,60,2023-05-12
81611,2023-05-12 22:59:26.683000+00:00,,,,,,,,120,2023-05-12
81572,2023-05-12 19:30:47.909000+00:00,,,,,0.0,,,120,2023-05-12
81525,2023-05-12 15:57:49.277000+00:00,60,102533,3,9.97,,,,60,2023-05-12
81540,2023-05-12 16:51:35.437000+00:00,50,163426,1,7.36,,,,250,2023-05-12
81554,2023-05-12 17:17:14.734000+00:00,,,,,1.0,,,120,2023-05-12
81545,2023-05-12 16:59:21.985000+00:00,120,164841,1,10.53,,,,120,2023-05-12
81524,2023-05-12 15:57:49.258000+00:00,,,,,1.5,,,60,2023-05-12
81579,2023-05-12 20:10:18.593000+00:00,,11627,3,11.02,,,,120,2023-05-12
81519,2023-05-12 15:31:42.427000+00:00,75,148690,1,9.97,,,,75,2023-05-12
81600,2023-05-12 22:00:08.778000+00:00,,,,,,,,120,2023-05-12
81580,2023-05-12 20:10:18.621000+00:00,,,,,,,,120,2023-05-12
81573,2023-05-12 19:42:13.162000+00:00,,164901,1,18.99,,,,30,2023-05-12
81486,2023-05-12 00:55:57.624000+00:00,,,,,,,,120,2023-05-12
81485,2023-05-12 00:55:57.601000+00:00,120,164756,2,11.42,,,,120,2023-05-12
81506,2023-05-12 15:10:17.355000+00:00,,,,,,,,60,2023-05-12
81518,2023-05-12 15:31:42.410000+00:00,,,,,1.0,,,75,2023-05-12
81490,2023-05-12 03:38:27.649000+00:00,,,,,1.0,,,120,2023-05-12
81504,2023-05-12 15:06:08.404000+00:00,,,,,,,,100,2023-05-12
81489,2023-05-12 03:38:27.631000+00:00,120,164387,1,11.42,,,,120,2023-05-12
81610,2023-05-12 22:47:35.480000+00:00,61,157335,2,9.97,,,,61,2023-05-12
81576,2023-05-12 19:55:13.765000+00:00,,,,,0.7,,,240,2023-05-12
81492,2023-05-12 03:56:01.754000+00:00,,,,,,,,120,2023-05-12
81505,2023-05-12 15:06:08.421000+00:00,100,10629,1,9.97,,,,100,2023-05-12
81513,2023-05-12 15:19:17.877000+00:00,60,164774,1,8.0,,,,60,2023-05-12
81500,2023-05-12 14:14:25.087000+00:00,40,72538,4,9.73,,,,500,2023-05-12
81514,2023-05-12 15:19:25.875000+00:00,,,,,,,,60,2023-05-12
81511,2023-05-12 15:14:48.751000+00:00,120,164775,1,8.0,,,,120,2023-05-12
81599,2023-05-12 21:51:47.036000+00:00,720,42507,1,6.46,,,,720,2023-05-12
81512,2023-05-12 15:19:17.860000+00:00,,,,,,,,60,2023-05-12
81510,2023-05-12 15:14:48.733000+00:00,,,,,1.0,,,120,2023-05-12
81515,2023-05-12 15:19:25.892000+00:00,60,164773,1,8.0,,,,60,2023-05-12
81561,2023-05-12 17:39:45.872000+00:00,250,164614,1,7.36,,,,250,2023-05-12
81491,2023-05-12 03:56:01.733000+00:00,120,164387,1,11.42,,,,120,2023-05-12
81541,2023-05-12 16:51:40.057000+00:00,100,163426,1,7.36,,,,250,2023-05-12
81509,2023-05-12 15:10:20.606000+00:00,60,160394,1,10.13,,,,60,2023-05-12
81508,2023-05-12 15:10:20.586000+00:00,,,,,1.5,,,60,2023-05-12
81516,2023-05-12 15:31:38.631000+00:00,,,,,1.0,,,75,2023-05-12
81517,2023-05-12 15:31:38.648000+00:00,75,148689,1,9.97,,,,75,2023-05-12
81562,2023-05-12 18:09:01.532000+00:00,,,,,0.22,,,120,2023-05-12
81555,2023-05-12 17:17:14.750000+00:00,120,164810,1,11.42,,,,120,2023-05-12
81609,2023-05-12 22:47:35.460000+00:00,,,,,1.5,,,61,2023-05-12
81563,2023-05-12 18:09:01.553000+00:00,120,,,6.39,,,,120,2023-05-12
81559,2023-05-12 17:39:09.517000+00:00,120,162079,2,8.6,,,,120,2023-05-12
81497,2023-05-12 14:06:05.229000+00:00,,,,,,,,60,2023-05-12
81597,2023-05-12 21:45:48.588000+00:00,120,136130,1,8.0,,,,120,2023-05-12
81575,2023-05-12 19:55:13.713000+00:00,240,126851,4,7.36,,,,240,2023-05-12
81532,2023-05-12 16:17:14.507000+00:00,,,,,,,,120,2023-05-12
81601,2023-05-12 22:00:08.813000+00:00,120,164962,1,8.6,,,,120,2023-05-12
81564,2023-05-12 18:18:28.613000+00:00,150,,,,,29655,3.5,150,2023-05-12
81596,2023-05-12 21:45:48.570000+00:00,,,,,,,,120,2023-05-12
81531,2023-05-12 16:17:14.452000+00:00,120,164526,1,8.0,,,,120,2023-05-12
81602,2023-05-12 22:04:11.021000+00:00,,,,,0.55,,,360,2023-05-12
81603,2023-05-12 22:04:11.044000+00:00,360,18490,1,6.98,,,,360,2023-05-12
81574,2023-05-12 19:42:13.192000+00:00,,,,,,,,30,2023-05-12
81570,2023-05-12 19:30:27.520000+00:00,60,97618,1,9.97,,,,60,2023-05-12
81569,2023-05-12 19:30:27.504000+00:00,,,,,1.5,,,60,2023-05-12
81616,2023-05-12 23:21:32.219000+00:00,,,,,0.7,,,350,2023-05-12
81560,2023-05-12 17:39:45.851000+00:00,,,,,0.7,,,250,2023-05-12
81503,2023-05-12 14:45:31.477000+00:00,,,,,1.5,,,60,2023-05-12
81558,2023-05-12 17:39:09.487000+00:00,,,,,1.0,,,120,2023-05-12
81589,2023-05-12 21:34:43.432000+00:00,,,,,0.7,,,250,2023-05-12
81501,2023-05-12 14:41:46.048000+00:00,60,164218,2,14.24,,,,60,2023-05-12
81620,2023-05-13 20:47:18.878000+00:00,,,,,,,,30,2023-05-13
81619,2023-05-13 20:47:18.835000+00:00,30,165012,1,18.99,,,,30,2023-05-13
81695,2023-05-15 17:42:29.163000+00:00,60,84272,2,9.55,,,,60,2023-05-15
81637,2023-05-15 14:22:06.157000+00:00,212,165018,1,0.0,,,,212,2023-05-15
81635,2023-05-15 13:58:14.576000+00:00,,,,,0.79,,,360,2023-05-15
81642,2023-05-15 14:25:25.785000+00:00,355,165021,1,0.0,,,,355,2023-05-15
81644,2023-05-15 14:25:48.681000+00:00,940,165020,1,0.0,,,,940,2023-05-15
81645,2023-05-15 14:31:12.450000+00:00,,,,,1.0,,,160,2023-05-15
81646,2023-05-15 14:31:12.470000+00:00,160,163187,1,8.0,,,,160,2023-05-15
81648,2023-05-15 14:56:55.863000+00:00,,,,,0.0,,,2000,2023-05-15
81649,2023-05-15 15:26:09.426000+00:00,,,,,,,,60,2023-05-15
81650,2023-05-15 15:26:09.444000+00:00,60,161897,2,9.97,,,,60,2023-05-15
81661,2023-05-15 16:04:09.484000+00:00,500,164560,1,3.09,,,,2200,2023-05-15
81652,2023-05-15 15:29:29.540000+00:00,,,,,,,,200,2023-05-15
81651,2023-05-15 15:29:29.515000+00:00,200,165022,1,8.0,,,,200,2023-05-15
81653,2023-05-15 15:29:29.992000+00:00,,,,,1.5,,,60,2023-05-15
81654,2023-05-15 15:29:30.032000+00:00,60,73945,1,14.24,,,,60,2023-05-15
81655,2023-05-15 15:59:23.201000+00:00,,,,,0.7,,,120,2023-05-15
81656,2023-05-15 15:59:23.247000+00:00,120,161398,3,11.42,,,,120,2023-05-15
81665,2023-05-15 16:18:28.436000+00:00,,,,,1.5,,,100,2023-05-15
81657,2023-05-15 15:59:31.434000+00:00,,,,,0.7,,,120,2023-05-15
81658,2023-05-15 15:59:31.457000+00:00,120,161806,2,11.42,,,,120,2023-05-15
81664,2023-05-15 16:13:01.461000+00:00,,,,,,,,120,2023-05-15
81663,2023-05-15 16:13:01.437000+00:00,120,,,15.15,,,,120,2023-05-15
81659,2023-05-15 16:00:01.231000+00:00,,,,,0.34,,,2200,2023-05-15
81660,2023-05-15 16:00:01.264000+00:00,1300,164560,1,3.09,,,,2200,2023-05-15
81662,2023-05-15 16:05:42.094000+00:00,400,164560,1,3.09,,,,2200,2023-05-15
81669,2023-05-15 16:55:10.341000+00:00,,,,,0.39,,,80,2023-05-15
81668,2023-05-15 16:55:10.315000+00:00,80,96458,3,14.24,,,,80,2023-05-15
81670,2023-05-15 16:55:35.397000+00:00,80,96457,3,14.24,,,,80,2023-05-15
81671,2023-05-15 16:55:35.416000+00:00,,,,,0.39,,,80,2023-05-15
81673,2023-05-15 16:56:43.836000+00:00,,,,,0.39,,,420,2023-05-15
81672,2023-05-15 16:56:43.817000+00:00,420,96456,2,9.97,,,,420,2023-05-15
81675,2023-05-15 16:57:17.454000+00:00,,,,,0.39,,,420,2023-05-15
81674,2023-05-15 16:57:17.437000+00:00,420,96455,2,9.97,,,,420,2023-05-15
81677,2023-05-15 17:08:18.698000+00:00,250,160345,1,5.51,,,,250,2023-05-15
81676,2023-05-15 17:08:18.664000+00:00,,,,,0.22,,,250,2023-05-15
81700,2023-05-15 18:18:28.522000+00:00,,,,,0.41,,,550,2023-05-15
81702,2023-05-15 18:18:28.624000+00:00,,,,,0.39,,,750,2023-05-15
81701,2023-05-15 18:18:28.560000+00:00,550,134909,1,7.38,,,,550,2023-05-15
81703,2023-05-15 18:18:28.660000+00:00,750,79832,1,6.46,,,,750,2023-05-15
81680,2023-05-15 17:23:21.959000+00:00,,,,,1.0,,,200,2023-05-15
81681,2023-05-15 17:23:21.977000+00:00,200,33810,6,11.42,,,,200,2023-05-15
81682,2023-05-15 17:32:57.904000+00:00,,,,,,,,75,2023-05-15
81683,2023-05-15 17:32:57.923000+00:00,75,164561,3,9.97,,,,75,2023-05-15
81689,2023-05-15 17:39:59.653000+00:00,,,,,,,,120,2023-05-15
81688,2023-05-15 17:39:59.631000+00:00,120,150290,1,11.42,,,,120,2023-05-15
81684,2023-05-15 17:33:07.117000+00:00,,,,,,,,75,2023-05-15
81685,2023-05-15 17:33:07.134000+00:00,75,164569,2,9.97,,,,75,2023-05-15
81686,2023-05-15 17:33:15.444000+00:00,,,,,,,,75,2023-05-15
81687,2023-05-15 17:33:15.462000+00:00,75,164562,2,9.97,,,,75,2023-05-15
81690,2023-05-15 17:42:11.279000+00:00,,,,,1.0,,,30,2023-05-15
81694,2023-05-15 17:42:29.142000+00:00,,,,,1.0,,,60,2023-05-15
81691,2023-05-15 17:42:11.296000+00:00,30,33995,1,13.29,,,,30,2023-05-15
81692,2023-05-15 17:42:19.836000+00:00,,,,,1.0,,,30,2023-05-15
81693,2023-05-15 17:42:19.853000+00:00,30,33992,3,13.29,,,,30,2023-05-15
81707,2023-05-15 18:43:39.264000+00:00,360,165164,2,6.98,,,,360,2023-05-15
81697,2023-05-15 18:01:32.603000+00:00,,,,,,,,60,2023-05-15
81696,2023-05-15 18:01:32.558000+00:00,60,165162,1,15.15,,,,60,2023-05-15
81708,2023-05-15 19:08:47.682000+00:00,2500,162189,2,5.51,,,,2500,2023-05-15
81713,2023-05-15 19:16:05.884000+00:00,,,,,1.0,,,150,2023-05-15
81715,2023-05-15 19:24:19.739000+00:00,60,165197,1,9.97,,,,60,2023-05-15
81712,2023-05-15 19:16:05.869000+00:00,50,164849,1,8.6,,,,150,2023-05-15
81729,2023-05-15 19:52:07.213000+00:00,100,164849,1,8.6,,,,150,2023-05-15
81738,2023-05-15 20:10:35.566000+00:00,,,,,,,,60,2023-05-15
81761,2023-05-15 21:45:42.259000+00:00,,,,,0.41,,,500,2023-05-15
81762,2023-05-15 21:45:42.276000+00:00,500,165241,1,6.81,,,,500,2023-05-15
81711,2023-05-15 19:15:27.590000+00:00,,,,,,,,30,2023-05-15
81710,2023-05-15 19:15:27.567000+00:00,30,165210,1,18.99,,,,30,2023-05-15
81717,2023-05-15 19:26:20.718000+00:00,,,,,0.22,,,2500,2023-05-15
81721,2023-05-15 19:39:02.674000+00:00,,,,,0.7,,,240,2023-05-15
81722,2023-05-15 19:39:02.689000+00:00,240,137776,1,10.51,,,,240,2023-05-15
81718,2023-05-15 19:37:55.360000+00:00,,,,,0.39,,,800,2023-05-15
81719,2023-05-15 19:37:55.379000+00:00,800,97045,5,6.46,,,,800,2023-05-15
81720,2023-05-15 19:38:39.617000+00:00,,,,,0.55,,,360,2023-05-15
81723,2023-05-15 19:49:22.092000+00:00,,,,,,,,100,2023-05-15
81724,2023-05-15 19:49:22.109000+00:00,100,164561,3,9.97,,,,100,2023-05-15
81725,2023-05-15 19:49:30.386000+00:00,,,,,,,,100,2023-05-15
81727,2023-05-15 19:49:37.354000+00:00,,,,,,,,100,2023-05-15
81726,2023-05-15 19:49:30.407000+00:00,100,164569,2,9.97,,,,100,2023-05-15
81728,2023-05-15 19:49:37.370000+00:00,100,164562,2,9.97,,,,100,2023-05-15
81730,2023-05-15 20:01:27.132000+00:00,,,,,1.0,,,120,2023-05-15
81731,2023-05-15 20:01:27.150000+00:00,120,116895,4,12.44,,,,120,2023-05-15
81746,2023-05-15 20:39:51.729000+00:00,,,,,12.5,,,2,2023-05-15
81732,2023-05-15 20:03:14.953000+00:00,,,,,0.7,,,193,2023-05-15
81733,2023-05-15 20:03:14.981000+00:00,192,161361,1,8.0,,,,193,2023-05-15
81744,2023-05-15 20:24:30.654000+00:00,2,165031,2,75.0,,,,2,2023-05-15
81735,2023-05-15 20:03:25.088000+00:00,60,161362,1,9.97,,,,60,2023-05-15
81754,2023-05-15 20:54:49.416000+00:00,,,,,,,,88,2023-05-15
81736,2023-05-15 20:08:43.539000+00:00,1,161361,1,8.0,,,,193,2023-05-15
81737,2023-05-15 20:10:31.807000+00:00,,,,,,,,193,2023-05-15
81734,2023-05-15 20:03:25.071000+00:00,,,,,0.7,,,60,2023-05-15
81753,2023-05-15 20:54:49.392000+00:00,32,164322,1,14.24,,,,88,2023-05-15
81739,2023-05-15 20:18:24.279000+00:00,,,,,0.39,,,900,2023-05-15
81740,2023-05-15 20:18:24.298000+00:00,900,104939,1,6.46,,,,900,2023-05-15
81747,2023-05-15 20:51:44.468000+00:00,,,,,,,,60,2023-05-15
81749,2023-05-15 20:51:44.555000+00:00,,,,,,,,60,2023-05-15
81750,2023-05-15 20:51:44.565000+00:00,60,135370,3,9.97,,,,60,2023-05-15
81748,2023-05-15 20:51:44.485000+00:00,60,135372,2,9.97,,,,60,2023-05-15
81751,2023-05-15 20:52:41.066000+00:00,,,,,0.7,,,340,2023-05-15
81752,2023-05-15 20:52:41.083000+00:00,250,163172,1,7.36,,,,340,2023-05-15
81756,2023-05-15 21:36:48.205000+00:00,,,,,,,,300,2023-05-15
81755,2023-05-15 21:36:48.141000+00:00,300,165286,1,10.51,,,,300,2023-05-15
81764,2023-05-15 21:54:37.151000+00:00,100,161888,1,9.97,,,,100,2023-05-15
81767,2023-05-15 22:12:05.775000+00:00,,,,,0.7,,,300,2023-05-15
81769,2023-05-15 22:17:11.933000+00:00,,,,,1.0,,,120,2023-05-15
81763,2023-05-15 21:54:37.108000+00:00,,,,,1.5,,,100,2023-05-15
81770,2023-05-15 22:17:11.950000+00:00,120,51510,3,8.0,,,,120,2023-05-15
81768,2023-05-15 22:12:05.793000+00:00,60,156469,1,7.36,,,,300,2023-05-15
81765,2023-05-15 22:11:00.699000+00:00,,,,,1.75,,,60,2023-05-15
81766,2023-05-15 22:11:00.718000+00:00,60,161861,1,9.97,,,,60,2023-05-15
81771,2023-05-15 22:32:30.014000+00:00,240,156469,1,7.36,,,,300,2023-05-15
81772,2023-05-15 22:39:19.695000+00:00,,,,,1.5,,,60,2023-05-15
81773,2023-05-15 22:39:19.711000+00:00,60,97287,3,9.97,,,,60,2023-05-15
81775,2023-05-15 23:10:21.080000+00:00,,,,,1.5,,,60,2023-05-15
81774,2023-05-15 23:10:21.061000+00:00,60,156393,1,9.97,,,,60,2023-05-15
81777,2023-05-15 23:18:23.745000+00:00,,,,,,,,30,2023-05-15
81776,2023-05-15 23:18:23.718000+00:00,,165353,2,18.99,,,,30,2023-05-15
81782,2023-05-15 23:23:40.519000+00:00,500,,,,,29706,7.38,500,2023-05-15
81781,2023-05-15 23:23:40.501000+00:00,,,,,0.41,,,500,2023-05-15
81784,2023-05-15 23:36:35.956000+00:00,,,,,,,,150,2023-05-15
81783,2023-05-15 23:36:35.931000+00:00,150,137354,2,11.42,,,,150,2023-05-15
81893,2023-05-16 19:08:26.444000+00:00,,,,,,,,60,2023-05-16
81864,2023-05-16 17:49:01.834000+00:00,,,,,0.7,,,250,2023-05-16
81865,2023-05-16 17:49:01.850000+00:00,250,163888,2,7.36,,,,250,2023-05-16
81919,2023-05-16 20:34:27.373000+00:00,60,162395,1,8.0,,,,60,2023-05-16
81940,2023-05-16 22:51:07.905000+00:00,,,,,,,,100,2023-05-16
81793,2023-05-16 00:29:27.085000+00:00,,,,,0.65,,,120,2023-05-16
81787,2023-05-16 00:24:06.820000+00:00,,,,,,,,60,2023-05-16
81933,2023-05-16 22:30:18.610000+00:00,200,161320,1,8.0,,,,200,2023-05-16
81932,2023-05-16 22:30:18.593000+00:00,,,,,1.0,,,200,2023-05-16
81795,2023-05-16 02:55:41.233000+00:00,,,,,,,,120,2023-05-16
81794,2023-05-16 02:55:41.199000+00:00,120,118002,1,11.42,,,,120,2023-05-16
81796,2023-05-16 14:52:33.588000+00:00,,,,,0.0,,,120,2023-05-16
81785,2023-05-16 00:16:46.865000+00:00,125,164709,2,11.42,,,,125,2023-05-16
81938,2023-05-16 22:50:12.587000+00:00,,,,,,,,100,2023-05-16
81939,2023-05-16 22:50:12.602000+00:00,100,137226,2,9.97,,,,100,2023-05-16
81887,2023-05-16 18:59:20.810000+00:00,,,,,1.0,,,75,2023-05-16
81786,2023-05-16 00:16:46.889000+00:00,,,,,,,,125,2023-05-16
81798,2023-05-16 14:58:06.848000+00:00,60,165063,1,9.97,,,,60,2023-05-16
81886,2023-05-16 18:59:20.764000+00:00,75,164730,1,14.24,,,,75,2023-05-16
81928,2023-05-16 22:26:11.653000+00:00,75,165238,2,9.97,,,,75,2023-05-16
81799,2023-05-16 15:02:32.653000+00:00,60,165367,1,13.31,,,,60,2023-05-16
81790,2023-05-16 00:28:42.090000+00:00,,,,,0.65,,,120,2023-05-16
81789,2023-05-16 00:28:42.074000+00:00,120,,,,,29702,8.0,120,2023-05-16
81899,2023-05-16 19:22:20.908000+00:00,50,165494,1,13.29,,,,50,2023-05-16
81791,2023-05-16 00:28:53.603000+00:00,1,164094,1,9.97,,,,60,2023-05-16
81807,2023-05-16 15:15:52.351000+00:00,,,,,,,,120,2023-05-16
81806,2023-05-16 15:15:52.330000+00:00,120,164860,1,8.0,,,,120,2023-05-16
81800,2023-05-16 15:02:32.675000+00:00,,,,,1.0,,,60,2023-05-16
81929,2023-05-16 22:26:11.683000+00:00,,,,,,,,75,2023-05-16
81819,2023-05-16 16:08:51.597000+00:00,240,165216,1,7.36,,,,240,2023-05-16
81818,2023-05-16 16:08:51.579000+00:00,,,,,0.7,,,240,2023-05-16
81902,2023-05-16 19:36:35.713000+00:00,,,,,1.5,,,60,2023-05-16
81805,2023-05-16 15:14:27.439000+00:00,,,,,1.5,,,60,2023-05-16
81941,2023-05-16 22:51:07.920000+00:00,100,137224,2,10.6,,,,100,2023-05-16
81888,2023-05-16 18:59:23.297000+00:00,,,,,0.55,,,120,2023-05-16
81889,2023-05-16 18:59:23.317000+00:00,120,165477,1,12.29,,,,120,2023-05-16
81904,2023-05-16 19:53:26.561000+00:00,,,,,1.5,,,100,2023-05-16
81891,2023-05-16 18:59:31.318000+00:00,120,165478,1,12.29,,,,120,2023-05-16
81923,2023-05-16 20:39:17.630000+00:00,,,,,1.5,,,60,2023-05-16
81811,2023-05-16 15:39:23.635000+00:00,,,,,,,,144,2023-05-16
81810,2023-05-16 15:39:23.614000+00:00,144,,,,,29632,3.5,144,2023-05-16
81947,2023-05-16 23:07:18.620000+00:00,1,,,,,29623,8.0,153,2023-05-16
81954,2023-05-16 23:22:11.092000+00:00,200,161106,2,8.0,,,,200,2023-05-16
81946,2023-05-16 23:07:18.601000+00:00,,,,,1.0,,,153,2023-05-16
81942,2023-05-16 22:59:05.613000+00:00,,,,,1.5,,,30,2023-05-16
81935,2023-05-16 22:38:19.699000+00:00,60,164652,2,9.97,,,,60,2023-05-16
81922,2023-05-16 20:39:17.594000+00:00,60,19046,2,14.24,,,,60,2023-05-16
81934,2023-05-16 22:38:19.679000+00:00,,,,,1.5,,,60,2023-05-16
81943,2023-05-16 22:59:05.649000+00:00,30,161554,2,13.29,,,,30,2023-05-16
81950,2023-05-16 23:11:57.071000+00:00,,,,,,,,200,2023-05-16
81949,2023-05-16 23:11:57.049000+00:00,200,162926,1,8.0,,,,200,2023-05-16
81812,2023-05-16 15:51:29.126000+00:00,,,,,1.5,,,60,2023-05-16
81952,2023-05-16 23:15:23.987000+00:00,,,,,,,,60,2023-05-16
81951,2023-05-16 23:15:23.952000+00:00,60,163404,2,9.97,,,,60,2023-05-16
81953,2023-05-16 23:22:11.075000+00:00,,,,,,,,200,2023-05-16
81815,2023-05-16 15:51:35.461000+00:00,,,,,,,,60,2023-05-16
81814,2023-05-16 15:51:35.434000+00:00,60,154142,2,14.24,,,,60,2023-05-16
81813,2023-05-16 15:51:29.146000+00:00,60,105365,1,9.97,,,,60,2023-05-16
81875,2023-05-16 18:27:23.523000+00:00,30,148526,1,13.29,,,,30,2023-05-16
81874,2023-05-16 18:27:23.505000+00:00,,,,,2.0,,,30,2023-05-16
81890,2023-05-16 18:59:31.297000+00:00,,,,,0.55,,,120,2023-05-16
81930,2023-05-16 22:27:28.096000+00:00,75,164925,1,9.97,,,,75,2023-05-16
81905,2023-05-16 19:53:26.582000+00:00,100,160147,1,10.6,,,,100,2023-05-16
81910,2023-05-16 20:09:57.689000+00:00,,,,,0.65,,,120,2023-05-16
81816,2023-05-16 15:57:57.603000+00:00,,,,,0.8,,,300,2023-05-16
81817,2023-05-16 15:57:57.623000+00:00,300,117830,1,7.36,,,,300,2023-05-16
81911,2023-05-16 20:09:57.705000+00:00,120,162373,6,8.0,,,,120,2023-05-16
81825,2023-05-16 16:13:06.596000+00:00,120,,,9.97,,,,120,2023-05-16
81824,2023-05-16 16:13:06.577000+00:00,,,,,,,,120,2023-05-16
81926,2023-05-16 20:55:53.265000+00:00,56,164322,1,14.24,,,,88,2023-05-16
81903,2023-05-16 19:36:35.732000+00:00,60,,,,,29708,10.6,60,2023-05-16
81924,2023-05-16 20:52:39.841000+00:00,,,,,1.0,,,125,2023-05-16
81925,2023-05-16 20:52:39.860000+00:00,125,47850,1,8.0,,,,125,2023-05-16
81921,2023-05-16 20:35:27.116000+00:00,120,160871,5,0.0,,,,120,2023-05-16
81931,2023-05-16 22:27:28.112000+00:00,,,,,1.5,,,75,2023-05-16
81920,2023-05-16 20:35:27.099000+00:00,,,,,,,,120,2023-05-16
81901,2023-05-16 19:27:20.569000+00:00,50,165470,1,13.29,,,,50,2023-05-16
81841,2023-05-16 16:36:47.440000+00:00,60,162726,2,10.6,,,,60,2023-05-16
81900,2023-05-16 19:27:20.549000+00:00,,,,,,,,50,2023-05-16
81944,2023-05-16 22:59:17.344000+00:00,,,,,1.5,,,30,2023-05-16
81945,2023-05-16 22:59:17.362000+00:00,30,161555,1,13.29,,,,30,2023-05-16
81842,2023-05-16 16:43:13.259000+00:00,,,,,1.5,,,60,2023-05-16
81843,2023-05-16 16:43:13.276000+00:00,60,163205,1,9.97,,,,60,2023-05-16
81844,2023-05-16 16:46:13.555000+00:00,500,162321,1,6.81,,,,500,2023-05-16
81845,2023-05-16 16:46:13.583000+00:00,,,,,,,,500,2023-05-16
81846,2023-05-16 16:46:52.358000+00:00,500,162313,1,6.81,,,,500,2023-05-16
81912,2023-05-16 20:19:46.391000+00:00,,,,,,,,240,2023-05-16
81948,2023-05-16 23:11:43.838000+00:00,75,,,,,29623,8.0,153,2023-05-16
81917,2023-05-16 20:31:36.420000+00:00,150,162257,1,8.0,,,,150,2023-05-16
81847,2023-05-16 16:46:52.381000+00:00,,,,,,,,500,2023-05-16
81880,2023-05-16 18:33:09.861000+00:00,120,165068,1,8.0,,,,120,2023-05-16
81881,2023-05-16 18:33:09.878000+00:00,,,,,1.0,,,120,2023-05-16
81870,2023-05-16 18:02:09.281000+00:00,60,165157,1,14.24,,,,60,2023-05-16
81871,2023-05-16 18:02:09.300000+00:00,,,,,1.5,,,60,2023-05-16
81955,2023-05-16 23:50:34.551000+00:00,60,43836,1,9.97,,,,60,2023-05-16
81854,2023-05-16 16:54:59.176000+00:00,,,,,0.7,,,240,2023-05-16
81848,2023-05-16 16:52:27.787000+00:00,120,4067,6,11.42,,,,120,2023-05-16
81855,2023-05-16 16:54:59.226000+00:00,240,79047,1,7.58,,,,240,2023-05-16
81849,2023-05-16 16:52:27.816000+00:00,,,,,0.55,,,120,2023-05-16
81914,2023-05-16 20:22:03.916000+00:00,,,,,,,,240,2023-05-16
81927,2023-05-16 22:24:44.308000+00:00,,,,,1.5,,,60,2023-05-16
81885,2023-05-16 18:56:07.702000+00:00,,,,,1.0,,,120,2023-05-16
81884,2023-05-16 18:56:07.681000+00:00,120,164803,7,12.29,,,,120,2023-05-16
81907,2023-05-16 20:00:07.436000+00:00,2,165057,1,75.0,,,,2,2023-05-16
81859,2023-05-16 17:08:04.564000+00:00,,,,,1.0,,,120,2023-05-16
81858,2023-05-16 17:08:04.536000+00:00,120,163568,5,11.42,,,,120,2023-05-16
81898,2023-05-16 19:22:20.890000+00:00,,,,,,,,50,2023-05-16
81913,2023-05-16 20:19:46.409000+00:00,240,11864,1,7.36,,,,240,2023-05-16
81906,2023-05-16 20:00:07.413000+00:00,,,,,12.5,,,2,2023-05-16
81915,2023-05-16 20:22:03.933000+00:00,240,11866,2,7.36,,,,240,2023-05-16
81868,2023-05-16 17:58:44.694000+00:00,120,164928,1,11.42,,,,120,2023-05-16
81869,2023-05-16 17:58:44.712000+00:00,,,,,0.7,,,120,2023-05-16
81956,2023-05-16 23:50:38.628000+00:00,60,,,,,26845,0.0,60,2023-05-16
81895,2023-05-16 19:20:35.417000+00:00,2,164733,1,75.0,,,,2,2023-05-16
81792,2023-05-16 00:29:27.066000+00:00,120,,,,,29701,8.0,120,2023-05-16
81894,2023-05-16 19:20:35.400000+00:00,,,,,12.5,,,2,2023-05-16
81860,2023-05-16 17:30:20.533000+00:00,,,,,,,,30,2023-05-16
81788,2023-05-16 00:24:06.838000+00:00,59,164094,1,9.97,,,,60,2023-05-16
81918,2023-05-16 20:34:27.357000+00:00,,,,,,,,60,2023-05-16
81861,2023-05-16 17:30:20.550000+00:00,30,7663,1,13.29,,,,30,2023-05-16
81892,2023-05-16 19:08:26.418000+00:00,60,,,13.29,,,,60,2023-05-16
81866,2023-05-16 17:58:15.767000+00:00,120,164927,1,11.42,,,,120,2023-05-16
81867,2023-05-16 17:58:15.785000+00:00,,,,,0.7,,,120,2023-05-16
