cart_items_id,Created_at,Quantity,Mockup_ID,Mockup_version,Sock_unit_price,Pkg_unit_price,Product_ID,Unit_price,Cart_total,Created_on
68849,2023-01-01 21:40:49.192000+00:00,,,,,1.0,,,180,2023-01-01
68848,2023-01-01 21:40:49.178000+00:00,180,133806,3,11.12,,,,180,2023-01-01
68878,2023-01-03 18:08:48.367000+00:00,1600,130725,1,5.68,,,,2000,2023-01-03
68879,2023-01-03 18:37:22.407000+00:00,,,,,1.0,,,200,2023-01-03
68927,2023-01-03 22:10:37.877000+00:00,,,,,1.0,,,120,2023-01-03
68851,2023-01-03 07:15:53.088000+00:00,,,,,1.0,,,190,2023-01-03
68919,2023-01-03 21:31:13.892000+00:00,,,,,0.55,,,350,2023-01-03
68850,2023-01-03 07:15:53.072000+00:00,190,76984,1,8.0,,,,190,2023-01-03
68947,2023-01-03 22:36:18.358000+00:00,250,134141,2,10.21,,,,250,2023-01-03
68937,2023-01-03 22:20:48.529000+00:00,120,133911,2,11.98,,,,120,2023-01-03
68856,2023-01-03 15:57:11.101000+00:00,,,,,1.0,,,200,2023-01-03
68857,2023-01-03 15:57:11.117000+00:00,200,133055,1,11.42,,,,200,2023-01-03
68883,2023-01-03 19:17:59.807000+00:00,500,133873,1,6.81,,,,500,2023-01-03
68939,2023-01-03 22:24:33.665000+00:00,60,63832,2,14.24,,,,60,2023-01-03
68853,2023-01-03 15:07:13.500000+00:00,200,133673,2,7.78,,,,200,2023-01-03
68855,2023-01-03 15:51:52.351000+00:00,,,,,0.7,,,240,2023-01-03
68873,2023-01-03 17:09:01.445000+00:00,,,,,0.7,,,150,2023-01-03
68940,2023-01-03 22:24:33.678000+00:00,,,,,1.5,,,60,2023-01-03
68854,2023-01-03 15:51:52.335000+00:00,240,133240,4,10.51,,,,240,2023-01-03
68852,2023-01-03 15:07:13.483000+00:00,,,,,,,,200,2023-01-03
68941,2023-01-03 22:27:37.856000+00:00,1,130785,1,75.0,,,,2,2023-01-03
68858,2023-01-03 16:20:51.372000+00:00,,,,,,,,60,2023-01-03
68874,2023-01-03 17:32:57.231000+00:00,,,,,1.5,,,60,2023-01-03
68945,2023-01-03 22:36:14.357000+00:00,90,133380,3,9.97,,,,90,2023-01-03
68877,2023-01-03 18:07:20.440000+00:00,400,130725,1,5.68,,,,2000,2023-01-03
68861,2023-01-03 16:29:56.254000+00:00,300,133859,2,7.36,,,,300,2023-01-03
68956,2023-01-03 23:00:01.826000+00:00,80,134471,1,9.97,,,,80,2023-01-03
68895,2023-01-03 20:01:54.022000+00:00,,,,,1.0,,,144,2023-01-03
68884,2023-01-03 19:17:59.823000+00:00,,,,,0.41,,,500,2023-01-03
68916,2023-01-03 20:47:38.100000+00:00,125,134408,1,8.38,,,,125,2023-01-03
68896,2023-01-03 20:01:54.052000+00:00,144,127205,4,8.0,,,,144,2023-01-03
68864,2023-01-03 16:38:55.916000+00:00,150,131317,2,8.08,,,,250,2023-01-03
68943,2023-01-03 22:35:41.719000+00:00,250,134140,2,10.21,,,,250,2023-01-03
68871,2023-01-03 16:58:36.257000+00:00,120,78346,1,8.0,,,,120,2023-01-03
68897,2023-01-03 20:13:05.167000+00:00,,,,,0.55,,,400,2023-01-03
68898,2023-01-03 20:13:05.184000+00:00,400,69873,3,6.98,,,,400,2023-01-03
68905,2023-01-03 20:25:23.821000+00:00,,,,,,,,60,2023-01-03
68962,2023-01-03 23:44:53.738000+00:00,,,,,,,,365,2023-01-03
68929,2023-01-03 22:14:17.771000+00:00,2,133833,1,75.0,,,,2,2023-01-03
68900,2023-01-03 20:16:46.798000+00:00,,,,,1.5,,,100,2023-01-03
68955,2023-01-03 22:54:33.780000+00:00,2560,107583,2,5.51,,,,2560,2023-01-03
68899,2023-01-03 20:16:46.783000+00:00,100,82074,1,14.24,,,,100,2023-01-03
68860,2023-01-03 16:29:56.232000+00:00,,,,,,,,300,2023-01-03
68865,2023-01-03 16:43:04.279000+00:00,100,131317,2,8.08,,,,250,2023-01-03
68960,2023-01-03 23:42:21.104000+00:00,,,,,0.41,,,250,2023-01-03
68954,2023-01-03 22:54:33.766000+00:00,,,,,0.22,,,2560,2023-01-03
68923,2023-01-03 22:07:04.176000+00:00,,,,,1.0,,,150,2023-01-03
68917,2023-01-03 20:48:45.575000+00:00,500,133258,1,9.73,,,,500,2023-01-03
68959,2023-01-03 23:28:20.717000+00:00,60,134455,1,9.97,,,,60,2023-01-03
68901,2023-01-03 20:22:54.500000+00:00,,,,,0.55,,,200,2023-01-03
68903,2023-01-03 20:23:01.184000+00:00,,,,,0.55,,,200,2023-01-03
68902,2023-01-03 20:22:54.516000+00:00,200,70058,1,8.0,,,,200,2023-01-03
68904,2023-01-03 20:23:01.200000+00:00,200,70060,1,8.0,,,,200,2023-01-03
68862,2023-01-03 16:36:47.091000+00:00,,,,,0.7,,,250,2023-01-03
68961,2023-01-03 23:42:30.500000+00:00,,,,,0.41,,,250,2023-01-03
68928,2023-01-03 22:14:17.757000+00:00,,,,,0.0,,,2,2023-01-03
68924,2023-01-03 22:09:56.949000+00:00,60,133787,1,13.31,,,,60,2023-01-03
68875,2023-01-03 17:32:57.247000+00:00,60,133923,1,9.76,,,,60,2023-01-03
68876,2023-01-03 18:07:20.423000+00:00,,,,,0.34,,,2000,2023-01-03
68920,2023-01-03 21:31:13.907000+00:00,350,134149,1,6.78,,,,350,2023-01-03
68869,2023-01-03 16:51:07.445000+00:00,2,130457,4,75.0,,,,2,2023-01-03
68953,2023-01-03 22:54:19.576000+00:00,,,,,12.5,,,2,2023-01-03
68908,2023-01-03 20:25:56.544000+00:00,,,,,,,,60,2023-01-03
68958,2023-01-03 23:28:20.703000+00:00,,,,,,,,60,2023-01-03
68909,2023-01-03 20:29:47.939000+00:00,,,,,,,,400,2023-01-03
68894,2023-01-03 20:00:41.865000+00:00,120,132893,3,7.78,,,,120,2023-01-03
68910,2023-01-03 20:29:53.227000+00:00,,,,,,,,120,2023-01-03
68890,2023-01-03 19:57:34.336000+00:00,400,132961,1,7.33,,,,400,2023-01-03
68867,2023-01-03 16:51:07.431000+00:00,,,,,12.5,,,2,2023-01-03
68906,2023-01-03 20:25:23.829000+00:00,60,100077,5,14.24,,,,60,2023-01-03
68907,2023-01-03 20:25:56.526000+00:00,60,107609,1,14.24,,,,60,2023-01-03
68926,2023-01-03 22:10:37.861000+00:00,120,133788,1,11.42,,,,120,2023-01-03
68925,2023-01-03 22:09:56.965000+00:00,,,,,1.0,,,60,2023-01-03
68957,2023-01-03 23:00:01.847000+00:00,,,,,,,,80,2023-01-03
68963,2023-01-03 23:44:53.752000+00:00,365,92069,1,6.98,,,,365,2023-01-03
68911,2023-01-03 20:35:16.318000+00:00,,,,,0.7,,,300,2023-01-03
68912,2023-01-03 20:35:16.351000+00:00,300,108170,2,7.36,,,,300,2023-01-03
68933,2023-01-03 22:14:27.776000+00:00,2,133157,5,75.0,,,,2,2023-01-03
68880,2023-01-03 18:37:22.424000+00:00,200,131300,1,11.42,,,,200,2023-01-03
68859,2023-01-03 16:20:51.389000+00:00,60,29990,1,9.97,,,,60,2023-01-03
68934,2023-01-03 22:14:42.159000+00:00,,,,,0.0,,,2,2023-01-03
68950,2023-01-03 22:39:10.776000+00:00,,,,,,,,90,2023-01-03
68870,2023-01-03 16:58:36.243000+00:00,,,,,1.0,,,120,2023-01-03
68914,2023-01-03 20:42:31.281000+00:00,120,99546,1,8.33,,,,120,2023-01-03
68872,2023-01-03 17:09:01.431000+00:00,150,133739,3,11.42,,,,150,2023-01-03
68915,2023-01-03 20:47:38.084000+00:00,,,,,,,,125,2023-01-03
68935,2023-01-03 22:14:42.172000+00:00,2,133157,4,75.0,,,,2,2023-01-03
68932,2023-01-03 22:14:27.761000+00:00,,,,,0.0,,,2,2023-01-03
68918,2023-01-03 20:48:45.593000+00:00,,,,,,,,500,2023-01-03
68922,2023-01-03 22:07:04.156000+00:00,150,134041,3,11.42,,,,150,2023-01-03
69104,2023-01-04 22:59:58.553000+00:00,,,,,12.5,,,2,2023-01-04
68978,2023-01-04 01:39:43.457000+00:00,60,33992,1,14.24,,,,60,2023-01-04
69057,2023-01-04 19:14:15.227000+00:00,,,,,,,,120,2023-01-04
68988,2023-01-04 08:14:01.046000+00:00,60,134292,1,14.24,,,,60,2023-01-04
69034,2023-01-04 18:05:59.786000+00:00,,,,,0.39,,,800,2023-01-04
69046,2023-01-04 18:34:31.559000+00:00,,,,,0.39,,,240,2023-01-04
69052,2023-01-04 18:47:34.762000+00:00,125,134567,1,8.38,,,,125,2023-01-04
69100,2023-01-04 21:56:57.800000+00:00,60,132192,6,14.24,,,,60,2023-01-04
69020,2023-01-04 17:20:38.501000+00:00,158,131811,2,8.0,,,,158,2023-01-04
69010,2023-01-04 16:43:38.067000+00:00,,,,,0.0,,,800,2023-01-04
69101,2023-01-04 21:56:57.816000+00:00,,,,,1.5,,,60,2023-01-04
69098,2023-01-04 21:50:35.193000+00:00,500,100873,1,9.73,,,,500,2023-01-04
69099,2023-01-04 21:50:35.210000+00:00,,,,,,,,500,2023-01-04
69009,2023-01-04 16:43:38.053000+00:00,800,130181,1,4.43,,,,800,2023-01-04
69097,2023-01-04 21:49:57.860000+00:00,5,134579,1,8.6,,,,208,2023-01-04
68976,2023-01-04 01:29:24.585000+00:00,60,33995,1,14.24,,,,60,2023-01-04
69068,2023-01-04 19:16:42.612000+00:00,200,134569,1,11.98,,,,200,2023-01-04
68974,2023-01-04 01:28:32.985000+00:00,120,84272,2,10.34,,,,120,2023-01-04
69058,2023-01-04 19:14:15.241000+00:00,120,77036,1,7.36,,,,120,2023-01-04
69077,2023-01-04 20:21:59.726000+00:00,75,101435,1,9.97,,,,75,2023-01-04
69051,2023-01-04 18:47:34.749000+00:00,,,,,1.0,,,125,2023-01-04
69074,2023-01-04 20:20:19.410000+00:00,,,,,1.0,,,120,2023-01-04
68997,2023-01-04 15:21:22.113000+00:00,60,128341,3,9.97,,,,60,2023-01-04
69073,2023-01-04 20:20:19.375000+00:00,120,134543,1,8.0,,,,120,2023-01-04
68996,2023-01-04 15:21:22.098000+00:00,,,,,,,,60,2023-01-04
69045,2023-01-04 18:34:31.542000+00:00,240,134445,1,7.36,,,,240,2023-01-04
69081,2023-01-04 20:27:21.143000+00:00,,,,,1.0,,,120,2023-01-04
69096,2023-01-04 21:47:56.860000+00:00,203,134579,1,8.6,,,,208,2023-01-04
69082,2023-01-04 20:27:21.157000+00:00,120,119505,1,8.0,,,,120,2023-01-04
69095,2023-01-04 21:47:56.845000+00:00,,,,,1.0,,,208,2023-01-04
69060,2023-01-04 19:14:24.951000+00:00,120,77046,2,7.36,,,,120,2023-01-04
68971,2023-01-04 00:51:05.480000+00:00,,,,,,,,120,2023-01-04
69036,2023-01-04 18:07:34.333000+00:00,,,,,,,,120,2023-01-04
69059,2023-01-04 19:14:24.939000+00:00,,,,,,,,120,2023-01-04
69042,2023-01-04 18:24:25.019000+00:00,120,47191,1,8.0,,,,120,2023-01-04
69035,2023-01-04 18:07:34.310000+00:00,120,119032,1,8.0,,,,120,2023-01-04
69041,2023-01-04 18:24:25.004000+00:00,,,,,1.0,,,120,2023-01-04
69064,2023-01-04 19:15:01.716000+00:00,120,134499,1,7.36,,,,120,2023-01-04
68998,2023-01-04 15:35:41.743000+00:00,,,,,1.0,,,120,2023-01-04
68968,2023-01-04 00:28:26.340000+00:00,,,,,12.5,,,2,2023-01-04
69023,2023-01-04 17:47:34.333000+00:00,,,,,,,,60,2023-01-04
68969,2023-01-04 00:28:26.354000+00:00,2,132882,1,75.0,,,,2,2023-01-04
68964,2023-01-04 00:02:22.104000+00:00,,,,,1.5,,,80,2023-01-04
69007,2023-01-04 16:36:44.879000+00:00,,,,,0.55,,,400,2023-01-04
68967,2023-01-04 00:10:59.375000+00:00,240,127520,4,10.51,,,,240,2023-01-04
68999,2023-01-04 15:35:41.758000+00:00,120,132510,1,11.42,,,,120,2023-01-04
69087,2023-01-04 20:39:07.840000+00:00,60,112333,3,14.84,,,,60,2023-01-04
69088,2023-01-04 20:39:07.857000+00:00,,,,,,,,60,2023-01-04
68994,2023-01-04 15:07:32.096000+00:00,176,134444,2,8.0,,,,176,2023-01-04
68995,2023-01-04 15:07:32.121000+00:00,,,,,1.0,,,176,2023-01-04
68992,2023-01-04 15:02:00.974000+00:00,120,134333,1,11.98,,,,120,2023-01-04
69085,2023-01-04 20:37:33.523000+00:00,2,134504,3,75.0,,,,2,2023-01-04
69022,2023-01-04 17:47:34.295000+00:00,,,,,,,,60,2023-01-04
69008,2023-01-04 16:36:44.897000+00:00,,108170,2,6.98,,,,400,2023-01-04
68993,2023-01-04 15:02:00.990000+00:00,,,,,1.0,,,120,2023-01-04
69037,2023-01-04 18:09:59.996000+00:00,,,,,1.0,,,120,2023-01-04
69038,2023-01-04 18:10:00.014000+00:00,120,133671,2,8.38,,,,120,2023-01-04
69076,2023-01-04 20:20:43.879000+00:00,,,,,1.0,,,120,2023-01-04
69017,2023-01-04 17:16:13+00:00,120,113323,1,11.42,,,,120,2023-01-04
68977,2023-01-04 01:29:24.597000+00:00,,,,,0.7,,,60,2023-01-04
69075,2023-01-04 20:20:43.860000+00:00,120,134545,1,8.0,,,,120,2023-01-04
69024,2023-01-04 17:47:34.352000+00:00,60,116963,1,9.97,,,,60,2023-01-04
69016,2023-01-04 17:15:38.605000+00:00,,,,,0.7,,,120,2023-01-04
69078,2023-01-04 20:21:59.740000+00:00,,,,,1.5,,,75,2023-01-04
69015,2023-01-04 17:15:38.592000+00:00,120,113324,1,11.42,,,,120,2023-01-04
69047,2023-01-04 18:35:30.461000+00:00,240,134443,1,7.36,,,,240,2023-01-04
69048,2023-01-04 18:35:30.474000+00:00,,,,,0.39,,,240,2023-01-04
69019,2023-01-04 17:20:38.485000+00:00,,,,,1.0,,,158,2023-01-04
69021,2023-01-04 17:47:34.244000+00:00,60,116952,1,9.97,,,,60,2023-01-04
69039,2023-01-04 18:16:51.254000+00:00,60,,,,,28978,9.97,60,2023-01-04
69053,2023-01-04 18:55:12.051000+00:00,,,,,1.5,,,73,2023-01-04
68966,2023-01-04 00:10:59.361000+00:00,,,,,0.7,,,240,2023-01-04
69063,2023-01-04 19:15:01.701000+00:00,,,,,,,,120,2023-01-04
69066,2023-01-04 19:15:42.792000+00:00,120,134497,1,7.36,,,,120,2023-01-04
69062,2023-01-04 19:14:36.302000+00:00,120,77037,2,7.36,,,,120,2023-01-04
68975,2023-01-04 01:28:33.006000+00:00,,,,,0.7,,,120,2023-01-04
69079,2023-01-04 20:24:04.543000+00:00,,,,,1.5,,,60,2023-01-04
69065,2023-01-04 19:15:42.777000+00:00,,,,,,,,120,2023-01-04
69061,2023-01-04 19:14:36.282000+00:00,,,,,,,,120,2023-01-04
69067,2023-01-04 19:16:42.597000+00:00,,,,,1.0,,,200,2023-01-04
69032,2023-01-04 17:59:22.080000+00:00,1000,,,6.62,,,,1000,2023-01-04
69026,2023-01-04 17:55:17.503000+00:00,,,,,,,,200,2023-01-04
69030,2023-01-04 17:57:45.632000+00:00,60,37418,1,9.76,,,,60,2023-01-04
69029,2023-01-04 17:57:45.602000+00:00,,,,,1.5,,,60,2023-01-04
69110,2023-01-04 23:50:08.649000+00:00,300,16687,2,7.15,,,,300,2023-01-04
68970,2023-01-04 00:51:05.463000+00:00,120,133983,1,11.42,,,,120,2023-01-04
69109,2023-01-04 23:50:08.633000+00:00,,,,,0.7,,,300,2023-01-04
69054,2023-01-04 18:55:12.072000+00:00,73,133530,1,9.97,,,,73,2023-01-04
69031,2023-01-04 17:59:22.066000+00:00,,,,,0.39,,,1000,2023-01-04
69108,2023-01-04 23:40:49.200000+00:00,,,,,,,,120,2023-01-04
68965,2023-01-04 00:02:22.118000+00:00,80,121457,2,9.97,,,,80,2023-01-04
69028,2023-01-04 17:56:28.902000+00:00,,,,,,,,200,2023-01-04
69027,2023-01-04 17:56:28.886000+00:00,200,134118,1,8.0,,,,200,2023-01-04
69056,2023-01-04 19:14:02.307000+00:00,120,77035,1,7.36,,,,120,2023-01-04
69107,2023-01-04 23:34:54.352000+00:00,,,,,0.0,,,500,2023-01-04
69106,2023-01-04 23:06:48.663000+00:00,,,,,0.39,,,100,2023-01-04
69105,2023-01-04 23:06:48.650000+00:00,100,90909,1,6.81,,,,100,2023-01-04
69025,2023-01-04 17:55:17.482000+00:00,200,134367,2,8.0,,,,200,2023-01-04
69050,2023-01-04 18:36:11.970000+00:00,,,,,0.39,,,240,2023-01-04
69080,2023-01-04 20:24:04.557000+00:00,60,134584,1,9.97,,,,60,2023-01-04
69055,2023-01-04 19:14:02.291000+00:00,,,,,,,,120,2023-01-04
69011,2023-01-04 16:44:41.892000+00:00,310,133357,4,10.21,,,,310,2023-01-04
69012,2023-01-04 16:44:41.907000+00:00,,,,,0.7,,,310,2023-01-04
69002,2023-01-04 16:16:50.093000+00:00,450,30456,2,6.81,,,,500,2023-01-04
69049,2023-01-04 18:36:11.955000+00:00,240,134442,1,7.36,,,,240,2023-01-04
68979,2023-01-04 01:39:43.480000+00:00,,,,,0.7,,,60,2023-01-04
69018,2023-01-04 17:16:13.016000+00:00,,,,,0.7,,,120,2023-01-04
69000,2023-01-04 16:14:48.572000+00:00,,,,,0.41,,,500,2023-01-04
69001,2023-01-04 16:14:48.586000+00:00,50,30456,2,6.81,,,,500,2023-01-04
68989,2023-01-04 08:14:01.091000+00:00,,,,,,,,60,2023-01-04
69103,2023-01-04 22:49:55.518000+00:00,300,,,,,28982,7.22,300,2023-01-04
69033,2023-01-04 18:05:59.773000+00:00,800,134193,1,6.46,,,,800,2023-01-04
69102,2023-01-04 22:49:55.505000+00:00,,,,,,,,300,2023-01-04
69143,2023-01-05 17:46:47.778000+00:00,,,,,,,,60,2023-01-05
69119,2023-01-05 01:18:18.903000+00:00,,,,,0.44,,,2000,2023-01-05
69243,2023-01-05 22:35:41.025000+00:00,,,,,1.0,,,150,2023-01-05
69153,2023-01-05 18:13:43.207000+00:00,,,,,1.0,,,150,2023-01-05
69226,2023-01-05 21:48:27.006000+00:00,,,,,0.7,,,240,2023-01-05
69225,2023-01-05 21:48:26.990000+00:00,120,,,12.29,,,,240,2023-01-05
69126,2023-01-05 15:25:42.038000+00:00,,,,,,,,275,2023-01-05
69241,2023-01-05 22:28:37.944000+00:00,120,97539,2,8.0,,,,120,2023-01-05
69240,2023-01-05 22:28:37.935000+00:00,,,,,,,,120,2023-01-05
69127,2023-01-05 16:16:09.234000+00:00,60,133944,6,10.6,,,,60,2023-01-05
69232,2023-01-05 22:24:21.840000+00:00,,,,,1.5,,,60,2023-01-05
69233,2023-01-05 22:24:21.852000+00:00,60,129736,3,9.97,,,,60,2023-01-05
69234,2023-01-05 22:28:05.276000+00:00,,,,,,,,120,2023-01-05
69130,2023-01-05 16:32:14.223000+00:00,60,122705,3,10.39,,,,60,2023-01-05
69236,2023-01-05 22:28:18.825000+00:00,,,,,,,,120,2023-01-05
69235,2023-01-05 22:28:05.291000+00:00,120,95662,2,8.0,,,,120,2023-01-05
69237,2023-01-05 22:28:18.842000+00:00,120,95664,1,8.0,,,,120,2023-01-05
69132,2023-01-05 16:32:55.546000+00:00,60,122705,2,10.39,,,,60,2023-01-05
69239,2023-01-05 22:28:30.385000+00:00,120,95665,1,8.0,,,,120,2023-01-05
69238,2023-01-05 22:28:30.373000+00:00,,,,,,,,120,2023-01-05
69154,2023-01-05 18:13:43.221000+00:00,150,13785,1,8.0,,,,150,2023-01-05
69134,2023-01-05 17:11:51.640000+00:00,60,134602,2,9.97,,,,60,2023-01-05
69157,2023-01-05 18:23:57.958000+00:00,1000,119313,2,8.39,,,,1400,2023-01-05
69146,2023-01-05 17:55:10.610000+00:00,1,133683,1,8.0,,,,120,2023-01-05
69147,2023-01-05 17:55:14.125000+00:00,1,133683,1,8.0,,,,120,2023-01-05
69155,2023-01-05 18:20:13.497000+00:00,,,,,,,,60,2023-01-05
69156,2023-01-05 18:20:13.504000+00:00,60,111154,1,9.97,,,,60,2023-01-05
69152,2023-01-05 18:04:03.687000+00:00,,,,,0.34,,,1400,2023-01-05
69151,2023-01-05 18:04:03.674000+00:00,400,119313,2,8.39,,,,1400,2023-01-05
69125,2023-01-05 15:17:44.728000+00:00,,,,,0.55,,,360,2023-01-05
69115,2023-01-05 00:57:58.265000+00:00,360,134591,2,6.78,,,,360,2023-01-05
69141,2023-01-05 17:46:25.610000+00:00,100,123080,1,14.24,,,,100,2023-01-05
69161,2023-01-05 18:34:00.926000+00:00,,,,,0.7,,,120,2023-01-05
69163,2023-01-05 18:34:40.389000+00:00,,,,,0.7,,,120,2023-01-05
69160,2023-01-05 18:34:00.914000+00:00,120,134322,2,9.29,,,,120,2023-01-05
69162,2023-01-05 18:34:40.374000+00:00,120,134312,2,9.29,,,,120,2023-01-05
69164,2023-01-05 18:35:30.243000+00:00,150,,,,,28989,3.5,150,2023-01-05
69167,2023-01-05 18:36:40.850000+00:00,,,,,,,,150,2023-01-05
69168,2023-01-05 18:36:40.862000+00:00,150,,,,,28988,9.29,150,2023-01-05
69176,2023-01-05 19:27:31.900000+00:00,,,,,,,,240,2023-01-05
69175,2023-01-05 19:27:31.884000+00:00,240,133978,4,10.51,,,,240,2023-01-05
69171,2023-01-05 19:02:31.767000+00:00,,,,,12.5,,,2,2023-01-05
69172,2023-01-05 19:02:31.779000+00:00,2,132622,2,75.0,,,,2,2023-01-05
69177,2023-01-05 19:40:25.223000+00:00,,,,,,,,2,2023-01-05
69178,2023-01-05 19:40:25.237000+00:00,2,134411,1,87.5,,,,2,2023-01-05
69180,2023-01-05 19:58:18.772000+00:00,,,,,0.7,,,240,2023-01-05
69179,2023-01-05 19:58:18.758000+00:00,240,70329,2,7.36,,,,240,2023-01-05
69214,2023-01-05 21:08:23.698000+00:00,120,132527,1,8.6,,,,120,2023-01-05
69181,2023-01-05 20:04:14.284000+00:00,,,,,12.5,,,2,2023-01-05
69190,2023-01-05 20:04:51.561000+00:00,,,,,12.5,,,2,2023-01-05
69209,2023-01-05 21:00:29.389000+00:00,,,,,,,,200,2023-01-05
69210,2023-01-05 21:00:29.404000+00:00,200,111064,1,8.0,,,,200,2023-01-05
69213,2023-01-05 21:08:23.683000+00:00,,,,,,,,120,2023-01-05
69217,2023-01-05 21:19:23.336000+00:00,,,,,12.5,,,2,2023-01-05
69219,2023-01-05 21:19:23.352000+00:00,2,134538,2,75.0,,,,2,2023-01-05
69183,2023-01-05 20:04:14.299000+00:00,2,134659,1,75.0,,,,2,2023-01-05
69192,2023-01-05 20:04:51.576000+00:00,2,134613,1,75.0,,,,2,2023-01-05
69185,2023-01-05 20:04:28.180000+00:00,,,,,12.5,,,2,2023-01-05
69187,2023-01-05 20:04:28.196000+00:00,2,134645,1,75.0,,,,2,2023-01-05
69195,2023-01-05 20:26:51.663000+00:00,,,,,1.0,,,120,2023-01-05
69196,2023-01-05 20:26:51.675000+00:00,120,,,9.97,,,,120,2023-01-05
69197,2023-01-05 20:26:56.510000+00:00,,,,,1.0,,,120,2023-01-05
69124,2023-01-05 15:10:00.393000+00:00,250,134522,1,7.36,,,,250,2023-01-05
69142,2023-01-05 17:46:25.622000+00:00,,,,,1.5,,,100,2023-01-05
69198,2023-01-05 20:26:56.524000+00:00,120,,,9.97,,,,120,2023-01-05
69123,2023-01-05 15:10:00.376000+00:00,,,,,0.7,,,250,2023-01-05
69199,2023-01-05 20:27:03.284000+00:00,,,,,1.0,,,120,2023-01-05
69135,2023-01-05 17:12:49.861000+00:00,,,,,,,,60,2023-01-05
69200,2023-01-05 20:27:03.296000+00:00,120,,,9.97,,,,120,2023-01-05
69202,2023-01-05 20:51:29.624000+00:00,,,,,,,,175,2023-01-05
69201,2023-01-05 20:51:29.604000+00:00,175,134804,1,11.42,,,,175,2023-01-05
69136,2023-01-05 17:12:49.874000+00:00,60,134046,1,9.97,,,,60,2023-01-05
69138,2023-01-05 17:25:32.333000+00:00,,,,,1.5,,,75,2023-01-05
69253,2023-01-05 23:08:12.712000+00:00,80,134777,1,9.97,,,,80,2023-01-05
69252,2023-01-05 23:08:12.698000+00:00,,,,,,,,80,2023-01-05
69204,2023-01-05 20:52:47.071000+00:00,4695,27001,3,5.51,,,,4695,2023-01-05
69251,2023-01-05 22:57:20.711000+00:00,80,133286,2,10.6,,,,80,2023-01-05
69129,2023-01-05 16:32:14.210000+00:00,,,,,,,,60,2023-01-05
69250,2023-01-05 22:57:20.700000+00:00,,,,,1.5,,,80,2023-01-05
69205,2023-01-05 20:53:57.264000+00:00,,,,,1.5,,,60,2023-01-05
69206,2023-01-05 20:53:57.276000+00:00,60,102522,3,9.97,,,,60,2023-01-05
69208,2023-01-05 20:58:17.484000+00:00,,,,,1.5,,,80,2023-01-05
69207,2023-01-05 20:58:17.471000+00:00,80,128039,1,14.24,,,,80,2023-01-05
69211,2023-01-05 21:00:41.093000+00:00,,,,,1.0,,,120,2023-01-05
69137,2023-01-05 17:25:32.316000+00:00,75,134712,1,10.6,,,,75,2023-01-05
69212,2023-01-05 21:00:41.103000+00:00,120,129360,1,8.0,,,,120,2023-01-05
69227,2023-01-05 21:51:51.216000+00:00,120,,,12.29,,,,240,2023-01-05
69144,2023-01-05 17:51:27.064000+00:00,,,,,,,,120,2023-01-05
69145,2023-01-05 17:51:27.079000+00:00,118,133683,1,8.0,,,,120,2023-01-05
69247,2023-01-05 22:51:39.708000+00:00,181,118438,2,8.0,,,,181,2023-01-05
69216,2023-01-05 21:17:45.438000+00:00,,,,,,,,360,2023-01-05
69246,2023-01-05 22:51:39.696000+00:00,,,,,1.0,,,181,2023-01-05
69215,2023-01-05 21:17:45.424000+00:00,360,133122,1,9.97,,,,360,2023-01-05
69121,2023-01-05 15:06:16.987000+00:00,150,129606,3,11.42,,,,150,2023-01-05
69140,2023-01-05 17:42:52.873000+00:00,60,134688,2,10.6,,,,60,2023-01-05
69122,2023-01-05 15:06:17.002000+00:00,,,,,1.0,,,150,2023-01-05
69149,2023-01-05 18:00:57.353000+00:00,,,,,1.5,,,60,2023-01-05
69133,2023-01-05 17:11:51.626000+00:00,,,,,1.5,,,60,2023-01-05
69223,2023-01-05 21:35:39.911000+00:00,,,,,,,,100,2023-01-05
69245,2023-01-05 22:39:52.808000+00:00,500,102434,1,6.81,,,,500,2023-01-05
69150,2023-01-05 18:00:57.366000+00:00,60,128644,1,9.97,,,,60,2023-01-05
69224,2023-01-05 21:35:39.923000+00:00,100,134831,1,10.6,,,,100,2023-01-05
69244,2023-01-05 22:39:52.796000+00:00,,,,,0.41,,,500,2023-01-05
69131,2023-01-05 16:32:55.532000+00:00,,,,,,,,60,2023-01-05
69128,2023-01-05 16:16:09.247000+00:00,,,,,1.5,,,60,2023-01-05
69242,2023-01-05 22:35:41.009000+00:00,150,132872,1,8.0,,,,150,2023-01-05
69120,2023-01-05 01:18:18.918000+00:00,2000,31293,1,5.88,,,,2000,2023-01-05
69318,2023-01-06 20:32:33.142000+00:00,120,88587,2,8.0,,,,120,2023-01-06
69257,2023-01-06 00:04:25.742000+00:00,2,133249,2,75.0,,,,2,2023-01-06
69319,2023-01-06 20:36:45.877000+00:00,,,,,12.5,,,2,2023-01-06
69320,2023-01-06 20:46:01.402000+00:00,,,,,,,,288,2023-01-06
69258,2023-01-06 00:04:43.585000+00:00,,,,,12.5,,,2,2023-01-06
69262,2023-01-06 00:08:38.224000+00:00,150,134469,1,8.0,,,,150,2023-01-06
69326,2023-01-06 21:01:14.706000+00:00,500,124122,1,6.81,,,,500,2023-01-06
69279,2023-01-06 17:07:19.486000+00:00,,,,,0.41,,,500,2023-01-06
69322,2023-01-06 20:59:24.150000+00:00,,,,,1.0,,,120,2023-01-06
