mfg_products_ID,Mockup_ID,Created_at,Updated_at,Packaging_ID,Product_ID,Sock_pair_ID,Created_on,Mockup_version,Quantity,Product_info_ID
40954,149409,2023-03-01 19:40:25.654000+00:00,2023-03-01 19:40:25.868000+00:00,,,,2023-03-01,1,200,2
40947,,2023-03-01 19:30:23.836000+00:00,2023-03-01 19:30:24.180000+00:00,71522,,,2023-03-01,,60,35
40942,94805,2023-03-01 19:27:30.463000+00:00,2023-03-01 19:27:30.821000+00:00,,,,2023-03-01,2,120,2
40943,,2023-03-01 19:27:30.477000+00:00,2023-03-01 19:27:30.477000+00:00,,,,2023-03-01,,120,
40941,141310,2023-03-01 18:31:45.934000+00:00,2023-03-01 18:31:46.302000+00:00,,,2540,2023-03-01,1,100,2
40940,141314,2023-03-01 18:31:45.929000+00:00,2023-03-01 18:31:46.243000+00:00,,,2540,2023-03-01,1,100,2
40939,,2023-03-01 18:31:45.919000+00:00,2023-03-01 18:31:46.184000+00:00,74014,,,2023-03-01,,200,35
40946,135711,2023-03-01 19:30:23.833000+00:00,2023-03-01 19:30:24.097000+00:00,,,,2023-03-01,3,60,2
40933,68679,2023-03-01 17:46:44.612000+00:00,2023-03-01 17:46:45.054000+00:00,,,,2023-03-01,2,60,2
40934,,2023-03-01 17:46:44.616000+00:00,2023-03-01 17:46:44.616000+00:00,,,,2023-03-01,,60,
40931,129107,2023-03-01 17:34:15.774000+00:00,2023-03-01 17:34:16.081000+00:00,,,,2023-03-01,3,120,2
40932,,2023-03-01 17:34:15.779000+00:00,2023-03-01 17:34:15.779000+00:00,,,,2023-03-01,,120,
40930,,2023-03-01 17:26:58.819000+00:00,2023-03-01 17:29:21.833000+00:00,78178,,,2023-03-01,,300,35
40929,150032,2023-03-01 17:26:58.815000+00:00,2023-03-01 17:29:21.762000+00:00,,,,2023-03-01,1,300,2
40922,,2023-03-01 17:19:51.660000+00:00,2023-03-01 17:19:52.127000+00:00,17794,,,2023-03-01,,240,35
40921,147807,2023-03-01 17:19:51.656000+00:00,2023-03-01 17:19:52.079000+00:00,,,,2023-03-01,1,240,114
40920,,2023-03-01 17:19:51.652000+00:00,2023-03-01 17:19:52.014000+00:00,17794,,,2023-03-01,,240,35
40919,147808,2023-03-01 17:19:51.648000+00:00,2023-03-01 17:19:51.914000+00:00,,,,2023-03-01,1,240,2
40928,,2023-03-01 17:26:54.589000+00:00,2023-03-01 17:26:55.029000+00:00,76322,,,2023-03-01,,240,35
40927,146143,2023-03-01 17:26:54.585000+00:00,2023-03-01 17:26:54.887000+00:00,,,,2023-03-01,3,240,2
40937,116517,2023-03-01 18:12:43.492000+00:00,2023-03-01 18:12:43.723000+00:00,,,,2023-03-01,5,60,2
40938,,2023-03-01 18:12:43.495000+00:00,2023-03-01 18:12:43.495000+00:00,,,,2023-03-01,,60,
40918,,2023-03-01 17:03:32.062000+00:00,2023-03-01 17:03:32.460000+00:00,17264,,,2023-03-01,,60,35
40917,22373,2023-03-01 17:03:32.058000+00:00,2023-03-01 17:03:32.385000+00:00,,,,2023-03-01,2,60,2
40926,,2023-03-01 17:20:50.835000+00:00,2023-03-01 17:20:51.151000+00:00,24605,,,2023-03-01,,250,35
40916,,2023-03-01 16:45:59.353000+00:00,2023-03-01 16:45:59.729000+00:00,17264,,,2023-03-01,,60,35
40915,29935,2023-03-01 16:45:59.348000+00:00,2023-03-01 16:45:59.626000+00:00,,,,2023-03-01,3,60,2
40925,40690,2023-03-01 17:20:50.831000+00:00,2023-03-01 17:20:51.084000+00:00,,,,2023-03-01,5,250,2
40936,,2023-03-01 18:08:38.395000+00:00,2023-03-01 18:08:38.731000+00:00,10205,,,2023-03-01,,120,35
40914,,2023-03-01 16:28:14.560000+00:00,2023-03-01 16:28:15.165000+00:00,76501,,,2023-03-01,,10,35
40913,146501,2023-03-01 16:28:14.552000+00:00,2023-03-01 16:28:14.974000+00:00,,,,2023-03-01,1,10,2
40911,148995,2023-03-01 16:20:20.195000+00:00,2023-03-01 16:20:20.459000+00:00,,,,2023-03-01,3,60,2
40935,78358,2023-03-01 18:08:38.390000+00:00,2023-03-01 18:08:38.645000+00:00,,,,2023-03-01,1,120,2
40912,,2023-03-01 16:20:20.200000+00:00,2023-03-01 16:20:20.200000+00:00,,,,2023-03-01,,60,
40909,149763,2023-03-01 16:02:05.674000+00:00,2023-03-01 16:12:30.258000+00:00,,,,2023-03-01,2,2,9
40910,,2023-03-01 16:02:05.680000+00:00,2023-03-01 16:02:05.680000+00:00,,,,2023-03-01,,2,
40908,,2023-03-01 15:57:52.089000+00:00,2023-03-01 15:57:52.444000+00:00,76046,,,2023-03-01,,60,35
40907,146991,2023-03-01 15:57:52.085000+00:00,2023-03-01 15:57:52.356000+00:00,,,,2023-03-01,2,60,2
40924,,2023-03-01 17:20:26.718000+00:00,2023-03-01 17:20:27.104000+00:00,78188,,,2023-03-01,,1000,35
40923,147972,2023-03-01 17:20:26.714000+00:00,2023-03-01 17:20:27.030000+00:00,,,,2023-03-01,4,1000,2
40906,,2023-03-01 15:38:46.096000+00:00,2023-03-01 15:38:46.396000+00:00,78235,,,2023-03-01,,120,35
40905,150176,2023-03-01 15:38:46.093000+00:00,2023-03-01 15:38:46.338000+00:00,,,,2023-03-01,1,120,2
40896,,2023-03-01 02:37:18.810000+00:00,2023-03-01 16:16:24.606000+00:00,77532,,,2023-03-01,,50,35
40894,,2023-03-01 02:37:18.790000+00:00,2023-03-01 16:16:24.436000+00:00,77532,,,2023-03-01,,150,35
40895,148696,2023-03-01 02:37:18.807000+00:00,2023-03-01 16:16:24.036000+00:00,,,,2023-03-01,2,50,2
40903,138751,2023-03-01 14:42:26.518000+00:00,2023-03-01 14:53:22.401000+00:00,,,,2023-03-01,2,1,2
40900,,2023-03-01 02:43:48.652000+00:00,2023-03-01 02:43:48.652000+00:00,,,,2023-03-01,,120,
40898,,2023-03-01 02:43:48.647000+00:00,2023-03-01 02:43:48.647000+00:00,,,,2023-03-01,,120,
40899,133674,2023-03-01 02:43:48.648000+00:00,2023-03-01 02:43:48.944000+00:00,,,,2023-03-01,2,120,2
40897,133672,2023-03-01 02:43:48.643000+00:00,2023-03-01 02:43:48.865000+00:00,,,,2023-03-01,2,120,2
40956,148687,2023-03-01 19:47:09.013000+00:00,2023-03-01 19:47:09.431000+00:00,,,,2023-03-01,2,100,2
40893,148696,2023-03-01 02:37:18.785000+00:00,2023-03-01 02:37:19.206000+00:00,,,,2023-03-01,2,150,2
40890,,2023-03-01 01:28:33.772000+00:00,2023-03-01 01:28:34.073000+00:00,77890,,,2023-03-01,,200,35
40889,121964,2023-03-01 01:28:33.767000+00:00,2023-03-01 01:28:33.995000+00:00,,,,2023-03-01,4,200,114
40902,,2023-03-01 14:42:26.515000+00:00,2023-03-01 14:53:22.318000+00:00,77869,,,2023-03-01,,1,35
40901,138751,2023-03-01 14:42:26.508000+00:00,2023-03-01 14:53:22.225000+00:00,,,,2023-03-01,1,1,2
40904,,2023-03-01 14:42:26.521000+00:00,2023-03-01 14:53:22.100000+00:00,77863,,,2023-03-01,,1,35
40965,,2023-03-01 19:55:06.295000+00:00,2023-03-01 19:55:06.553000+00:00,69825,,,2023-03-01,,120,35
40964,131963,2023-03-01 19:55:06.291000+00:00,2023-03-01 19:55:06.498000+00:00,,,,2023-03-01,1,120,2
40963,,2023-03-01 19:47:09.067000+00:00,2023-03-01 19:47:09.959000+00:00,72831,,,2023-03-01,,300,35
40962,148687,2023-03-01 19:47:09.064000+00:00,2023-03-01 19:47:09.887000+00:00,,,,2023-03-01,2,300,2
40961,,2023-03-01 19:47:09.051000+00:00,2023-03-01 19:47:09.815000+00:00,72831,,,2023-03-01,,50,35
40960,148687,2023-03-01 19:47:09.047000+00:00,2023-03-01 19:47:09.733000+00:00,,,,2023-03-01,2,50,2
40959,,2023-03-01 19:47:09.034000+00:00,2023-03-01 19:47:09.646000+00:00,72831,,,2023-03-01,,50,35
40958,148687,2023-03-01 19:47:09.031000+00:00,2023-03-01 19:47:09.569000+00:00,,,,2023-03-01,2,50,2
40957,,2023-03-01 19:47:09.016000+00:00,2023-03-01 19:47:09.511000+00:00,72831,,,2023-03-01,,100,35
40891,149932,2023-03-01 02:31:39.577000+00:00,2023-03-02 23:35:28.962000+00:00,,,,2023-03-01,1,240,2
41031,,2023-03-01 23:58:51.810000+00:00,2023-03-06 22:36:37.801000+00:00,,,,2023-03-01,,123,
41032,149339,2023-03-01 23:58:51.811000+00:00,2023-03-01 23:58:52.190000+00:00,,,,2023-03-01,1,125,2
41033,,2023-03-01 23:58:51.815000+00:00,2023-03-01 23:58:51.815000+00:00,,,,2023-03-01,,125,
41024,,2023-03-01 23:38:51.917000+00:00,2023-03-01 23:58:18.900000+00:00,78341,,,2023-03-01,,240,121
41023,119418,2023-03-01 23:38:51.909000+00:00,2023-03-01 23:58:18.816000+00:00,,,,2023-03-01,2,240,120
41029,,2023-03-01 23:47:34.503000+00:00,2023-03-01 23:48:36.542000+00:00,78345,,,2023-03-01,,16,35
41028,150457,2023-03-01 23:47:34.498000+00:00,2023-03-01 23:48:36.471000+00:00,,,,2023-03-01,1,16,2
41027,149836,2023-03-01 23:43:43.979000+00:00,2023-03-01 23:43:44.327000+00:00,,,,2023-03-01,1,1,120
41026,149835,2023-03-01 23:43:43.973000+00:00,2023-03-01 23:43:44.260000+00:00,,,,2023-03-01,1,1,120
41025,,2023-03-01 23:43:43.966000+00:00,2023-03-01 23:43:44.179000+00:00,70729,,,2023-03-01,,2,121
41022,,2023-03-01 23:33:49.600000+00:00,2023-03-01 23:33:50.079000+00:00,67611,,,2023-03-01,,120,35
41021,127084,2023-03-01 23:33:49.591000+00:00,2023-03-01 23:33:50.013000+00:00,,,,2023-03-01,3,120,114
41020,,2023-03-01 23:33:49.587000+00:00,2023-03-01 23:33:49.928000+00:00,67611,,,2023-03-01,,120,35
41019,127084,2023-03-01 23:33:49.578000+00:00,2023-03-01 23:33:49.851000+00:00,,,,2023-03-01,1,120,114
40994,148045,2023-03-01 22:19:14.687000+00:00,2023-03-01 23:58:08.317000+00:00,,,,2023-03-01,6,200,120
41017,149546,2023-03-01 23:21:04.059000+00:00,2023-03-01 23:21:04.337000+00:00,,,2617,2023-03-01,1,60,2
41016,149547,2023-03-01 23:21:04.056000+00:00,2023-03-01 23:21:04.261000+00:00,,,2617,2023-03-01,1,60,2
41014,32553,2023-03-01 23:20:42.101000+00:00,2023-03-01 23:31:41.330000+00:00,,,,2023-03-01,3,2000,2
41034,14180,2023-03-02 00:02:02.093000+00:00,2023-03-02 00:02:02.434000+00:00,,,,2023-03-02,1,60,2
41048,149525,2023-03-02 14:55:34.019000+00:00,2023-03-02 14:55:34.315000+00:00,,,,2023-03-02,4,120,2
41055,,2023-03-02 15:55:59.615000+00:00,2023-03-02 15:55:59.903000+00:00,16464,,,2023-03-02,,200,35
41049,,2023-03-02 14:55:34.023000+00:00,2023-03-02 14:55:34.023000+00:00,,,,2023-03-02,,120,
41047,,2023-03-02 14:02:34.538000+00:00,2023-03-02 14:46:38.398000+00:00,72972,,,2023-03-02,,2,35
41126,32657,2023-03-02 21:54:33.038000+00:00,2023-03-02 21:54:33.252000+00:00,,,,2023-03-02,3,500,26
41127,,2023-03-02 21:54:33.044000+00:00,2023-03-02 21:54:33.309000+00:00,53234,,,2023-03-02,,500,44
41128,32657,2023-03-02 21:54:33.080000+00:00,2023-03-02 21:54:33.361000+00:00,,,,2023-03-02,3,700,26
41129,,2023-03-02 21:54:33.085000+00:00,2023-03-02 21:54:33.409000+00:00,53234,,,2023-03-02,,700,44
41139,149053,2023-03-02 22:09:14.890000+00:00,2023-03-02 22:12:36.650000+00:00,,,,2023-03-02,1,40,2
41100,132807,2023-03-02 20:26:07.774000+00:00,2023-03-02 20:26:08.104000+00:00,,,,2023-03-02,2,60,114
41039,,2023-03-02 00:02:04.827000+00:00,2023-03-02 00:02:05.127000+00:00,77937,,,2023-03-02,,200,35
41038,149539,2023-03-02 00:02:04.823000+00:00,2023-03-02 00:02:05.059000+00:00,,,,2023-03-02,1,200,2
41046,138943,2023-03-02 14:02:34.533000+00:00,2023-03-02 14:46:38.328000+00:00,,,,2023-03-02,3,2,114
41054,28900,2023-03-02 15:55:59.610000+00:00,2023-03-02 15:55:59.843000+00:00,,,,2023-03-02,4,200,2
41061,,2023-03-02 16:28:41.176000+00:00,2023-03-02 16:28:41.450000+00:00,78269,,,2023-03-02,,60,35
41060,150287,2023-03-02 16:28:41.172000+00:00,2023-03-02 16:28:41.390000+00:00,,,,2023-03-02,1,60,114
41075,,2023-03-02 18:13:51.642000+00:00,2023-03-02 18:13:51.962000+00:00,78372,,,2023-03-02,,250,31
41074,150532,2023-03-02 18:13:51.638000+00:00,2023-03-02 18:13:51.889000+00:00,,,,2023-03-02,1,250,114
41134,,2023-03-02 22:09:14.828000+00:00,2023-03-02 22:12:36.217000+00:00,77706,,,2023-03-02,,20,35
41093,,2023-03-02 19:35:23.186000+00:00,2023-03-02 19:35:23.186000+00:00,,,,2023-03-02,,400,
41135,149054,2023-03-02 22:09:14.832000+00:00,2023-03-02 22:12:36.306000+00:00,,,,2023-03-02,1,20,2
41140,,2023-03-02 22:09:14.894000+00:00,2023-03-02 22:12:36.736000+00:00,77706,,,2023-03-02,,40,35
41136,,2023-03-02 22:09:14.862000+00:00,2023-03-02 22:12:36.382000+00:00,77706,,,2023-03-02,,20,35
41141,149054,2023-03-02 22:09:14.898000+00:00,2023-03-02 22:12:36.825000+00:00,,,,2023-03-02,1,40,2
41037,,2023-03-02 00:02:02.106000+00:00,2023-03-02 00:02:02.630000+00:00,7747,,,2023-03-02,,60,35
41142,,2023-03-02 22:09:14.903000+00:00,2023-03-02 22:12:36.907000+00:00,77706,,,2023-03-02,,40,35
41116,146721,2023-03-02 21:01:20.375000+00:00,2023-03-02 21:30:40.713000+00:00,,,,2023-03-02,3,250,9
41143,149055,2023-03-02 22:09:14.906000+00:00,2023-03-02 22:12:36.986000+00:00,,,,2023-03-02,1,40,2
41137,149055,2023-03-02 22:09:14.867000+00:00,2023-03-02 22:12:36.487000+00:00,,,,2023-03-02,1,20,2
41073,,2023-03-02 18:09:05.214000+00:00,2023-03-02 18:09:05.641000+00:00,77915,,,2023-03-02,,500,35
41130,,2023-03-02 22:08:31.418000+00:00,2023-03-02 22:08:31.647000+00:00,7447,,,2023-03-02,,120,35
41078,32308,2023-03-02 18:26:07.548000+00:00,2023-03-02 18:26:07.795000+00:00,,,,2023-03-02,2,1000,2
41131,22621,2023-03-02 22:08:31.422000+00:00,2023-03-02 22:08:31.776000+00:00,,,675,2023-03-02,1,60,2
41132,32547,2023-03-02 22:08:31.429000+00:00,2023-03-02 22:08:31.895000+00:00,,,675,2023-03-02,1,60,2
41072,149467,2023-03-02 18:09:05.209000+00:00,2023-03-02 18:09:05.545000+00:00,,,,2023-03-02,4,500,114
41071,150469,2023-03-02 18:04:06.512000+00:00,2023-03-02 18:04:07.458000+00:00,,,,2023-03-02,1,250,2
41144,,2023-03-02 22:09:14.912000+00:00,2023-03-02 22:12:37.068000+00:00,77706,,,2023-03-02,,40,35
41070,150469,2023-03-02 18:04:06.363000+00:00,2023-03-02 18:04:07.019000+00:00,,,,2023-03-02,1,20,2
41138,,2023-03-02 22:09:14.872000+00:00,2023-03-02 22:12:36.555000+00:00,77706,,,2023-03-02,,20,35
41069,150469,2023-03-02 18:04:06.268000+00:00,2023-03-02 18:04:06.777000+00:00,,,,2023-03-02,1,30,2
41079,,2023-03-02 18:26:07.554000+00:00,2023-03-02 18:26:07.891000+00:00,66016,,,2023-03-02,,1000,35
41068,,2023-03-02 18:01:40.222000+00:00,2023-03-02 18:01:40.764000+00:00,78187,,,2023-03-02,,1,35
41092,16155,2023-03-02 19:35:23.180000+00:00,2023-03-02 19:41:46.694000+00:00,,,,2023-03-02,3,400,2
41090,86341,2023-03-02 19:30:57.490000+00:00,2023-03-02 19:42:18.477000+00:00,,,,2023-03-02,1,120,2
41091,,2023-03-02 19:30:57.494000+00:00,2023-03-02 19:42:18.533000+00:00,48117,,,2023-03-02,,120,35
41066,,2023-03-02 17:26:58.180000+00:00,2023-03-02 17:26:58.180000+00:00,,,,2023-03-02,,520,
41145,45078,2023-03-02 22:12:40.548000+00:00,2023-03-02 22:12:40.839000+00:00,,,,2023-03-02,5,60,2
41153,150522,2023-03-02 22:42:21.451000+00:00,2023-03-02 22:42:21.810000+00:00,,,,2023-03-02,1,232,2
41147,150370,2023-03-02 22:25:34.791000+00:00,2023-03-02 22:25:35.101000+00:00,,,,2023-03-02,1,120,2
41062,139997,2023-03-02 16:34:05.511000+00:00,2023-03-02 16:34:05.762000+00:00,,,,2023-03-02,1,100,2
41064,,2023-03-02 17:20:42.904000+00:00,2023-03-02 17:29:54.008000+00:00,,29017,,2023-03-02,,250,51
41067,149741,2023-03-02 18:01:40.215000+00:00,2023-03-02 18:01:40.577000+00:00,,,,2023-03-02,1,1,114
41063,,2023-03-02 16:34:05.516000+00:00,2023-03-02 16:34:05.829000+00:00,70768,,,2023-03-02,,100,35
41148,,2023-03-02 22:25:34.794000+00:00,2023-03-02 22:25:35.174000+00:00,78447,,,2023-03-02,,120,35
41058,89763,2023-03-02 16:23:43.569000+00:00,2023-03-02 16:23:43.820000+00:00,,,,2023-03-02,1,60,2
41065,37896,2023-03-02 17:26:58.175000+00:00,2023-03-02 17:26:58.506000+00:00,,,,2023-03-02,7,520,2
41053,,2023-03-02 15:51:44.729000+00:00,2023-03-02 15:51:45.058000+00:00,30238,,,2023-03-02,,60,35
41155,,2023-03-02 23:35:29.098000+00:00,2023-03-06 15:33:53.909000+00:00,78136,,,2023-03-02,,240,35
41052,150076,2023-03-02 15:51:44.725000+00:00,2023-03-02 15:51:44.965000+00:00,,,,2023-03-02,1,60,2
41149,93515,2023-03-02 22:34:51.917000+00:00,2023-03-02 22:34:52.218000+00:00,,,,2023-03-02,2,900,2
41152,,2023-03-02 22:35:18.999000+00:00,2023-03-02 22:35:19.009000+00:00,,,,2023-03-02,,360,
41059,,2023-03-02 16:23:43.573000+00:00,2023-03-02 16:23:43.573000+00:00,,,,2023-03-02,,60,
41035,,2023-03-02 00:02:02.098000+00:00,2023-03-02 00:02:02.505000+00:00,7747,,,2023-03-02,,60,35
41151,150114,2023-03-02 22:35:18.993000+00:00,2023-03-02 22:35:19.221000+00:00,,,,2023-03-02,3,360,2
41056,130570,2023-03-02 16:21:17.102000+00:00,2023-03-02 16:21:17.388000+00:00,,,,2023-03-02,1,500,2
41044,150329,2023-03-02 02:25:52.334000+00:00,2023-03-02 02:25:52.528000+00:00,,,,2023-03-02,1,145,2
41045,,2023-03-02 02:25:52.337000+00:00,2023-03-02 02:25:52.337000+00:00,,,,2023-03-02,,145,
41150,,2023-03-02 22:34:51.921000+00:00,2023-03-02 22:34:51.921000+00:00,,,,2023-03-02,,900,
41042,149573,2023-03-02 01:27:02.860000+00:00,2023-03-02 01:27:03.188000+00:00,,,,2023-03-02,7,120,2
41036,14183,2023-03-02 00:02:02.102000+00:00,2023-03-02 00:02:02.570000+00:00,,,,2023-03-02,1,60,2
41043,,2023-03-02 01:27:02.864000+00:00,2023-03-02 01:27:02.864000+00:00,,,,2023-03-02,,120,
41041,,2023-03-02 00:02:08.834000+00:00,2023-03-02 00:02:09.149000+00:00,76276,,,2023-03-02,,500,35
41146,,2023-03-02 22:12:40.552000+00:00,2023-03-02 22:12:40.928000+00:00,78310,,,2023-03-02,,60,35
41154,,2023-03-02 22:42:21.455000+00:00,2023-03-02 22:42:21.894000+00:00,78368,,,2023-03-02,,232,35
41040,147797,2023-03-02 00:02:08.830000+00:00,2023-03-02 00:02:09.078000+00:00,,,,2023-03-02,1,500,2
41050,150070,2023-03-02 15:02:14.655000+00:00,2023-03-02 15:02:14.928000+00:00,,,,2023-03-02,1,400,2
41057,,2023-03-02 16:21:17.106000+00:00,2023-03-02 16:21:17.106000+00:00,,,,2023-03-02,,500,
41077,,2023-03-02 18:25:40.051000+00:00,2023-03-02 18:25:40.392000+00:00,75259,,,2023-03-02,,60,35
41133,149053,2023-03-02 22:09:14.824000+00:00,2023-03-02 22:12:36.121000+00:00,,,,2023-03-02,1,20,2
41076,142796,2023-03-02 18:25:40.047000+00:00,2023-03-02 18:25:40.298000+00:00,,,,2023-03-02,1,60,9
41103,,2023-03-02 20:36:11.053000+00:00,2023-03-02 20:36:11.053000+00:00,,,,2023-03-02,,60,
41101,,2023-03-02 20:26:07.784000+00:00,2023-03-02 20:26:08.176000+00:00,78271,,,2023-03-02,,60,35
41080,146457,2023-03-02 18:26:39.826000+00:00,2023-03-02 18:26:40.063000+00:00,,,,2023-03-02,1,120,2
41081,,2023-03-02 18:26:39.830000+00:00,2023-03-02 18:26:40.143000+00:00,74415,,,2023-03-02,,120,35
41102,148899,2023-03-02 20:36:11.048000+00:00,2023-03-02 20:36:11.280000+00:00,,,,2023-03-02,2,60,2
41082,124122,2023-03-02 18:28:37.779000+00:00,2023-03-02 18:28:38.073000+00:00,,,,2023-03-02,1,1000,2
41083,,2023-03-02 18:28:37.783000+00:00,2023-03-02 18:28:38.137000+00:00,66016,,,2023-03-02,,1000,35
41094,,2023-03-02 19:45:29.141000+00:00,2023-03-02 19:49:35.725000+00:00,78379,,,2023-03-02,,360,35
41095,143907,2023-03-02 19:45:29.146000+00:00,2023-03-02 19:49:35.789000+00:00,,,2616,2023-03-02,2,180,2
41096,143905,2023-03-02 19:45:29.150000+00:00,2023-03-02 19:49:35.872000+00:00,,,2616,2023-03-02,4,180,2
41085,,2023-03-02 18:37:06.874000+00:00,2023-03-02 18:47:15.554000+00:00,67304,,,2023-03-02,,60,35
41087,,2023-03-02 18:37:06.885000+00:00,2023-03-02 18:47:15.701000+00:00,67304,,,2023-03-02,,60,35
41108,23646,2023-03-02 20:47:34.382000+00:00,2023-03-02 20:47:34.640000+00:00,,,,2023-03-02,4,375,2
41109,,2023-03-02 20:47:34.387000+00:00,2023-03-02 20:47:34.720000+00:00,13401,,,2023-03-02,,375,35
41088,144407,2023-03-02 18:49:22.709000+00:00,2023-03-02 18:49:22.932000+00:00,,,,2023-03-02,2,175,2
41089,,2023-03-02 18:49:22.713000+00:00,2023-03-02 18:49:22.999000+00:00,75553,,,2023-03-02,,175,35
41084,,2023-03-02 18:37:06.869000+00:00,2023-03-02 18:53:35.072000+00:00,,28947,,2023-03-02,,60,107
41086,,2023-03-02 18:37:06.879000+00:00,2023-03-02 18:53:35.381000+00:00,,28937,,2023-03-02,,60,107
41097,149524,2023-03-02 20:04:26.572000+00:00,2023-03-02 20:04:26.862000+00:00,,,,2023-03-02,3,250,2
41098,,2023-03-02 20:04:26.576000+00:00,2023-03-02 20:04:26.943000+00:00,75056,,,2023-03-02,,250,35
41099,,2023-03-02 20:21:07.014000+00:00,2023-03-02 20:21:07.223000+00:00,78421,,,2023-03-02,,400,35
41113,,2023-03-02 21:01:20.330000+00:00,2023-03-03 21:28:55.146000+00:00,78378,,,2023-03-02,,750,35
41104,143304,2023-03-02 20:41:31.272000+00:00,2023-03-02 21:30:53.422000+00:00,,,,2023-03-02,1,2,114
41125,,2023-03-02 21:26:27.536000+00:00,2023-03-02 21:26:27.536000+00:00,,,,2023-03-02,,1020,
41112,146721,2023-03-02 21:01:20.326000+00:00,2023-03-02 21:30:40.407000+00:00,,,,2023-03-02,3,750,9
41120,150602,2023-03-02 21:10:33.009000+00:00,2023-03-02 21:10:33.317000+00:00,,,,2023-03-02,1,500,2
41105,,2023-03-02 20:41:31.276000+00:00,2023-03-02 21:30:53.479000+00:00,74987,,,2023-03-02,,2,35
41106,143301,2023-03-02 20:41:31.279000+00:00,2023-03-02 21:30:53.539000+00:00,,,,2023-03-02,1,2,114
41107,,2023-03-02 20:41:31.282000+00:00,2023-03-02 21:30:53.586000+00:00,74987,,,2023-03-02,,2,35
41118,114524,2023-03-02 21:03:42.437000+00:00,2023-03-02 21:03:42.694000+00:00,,,,2023-03-02,1,150,2
41119,,2023-03-02 21:03:42.441000+00:00,2023-03-02 21:03:42.763000+00:00,61310,,,2023-03-02,,150,35
41121,,2023-03-02 21:10:33.013000+00:00,2023-03-02 21:10:33.390000+00:00,78437,,,2023-03-02,,500,35
41124,95737,2023-03-02 21:26:27.530000+00:00,2023-03-02 21:30:16.222000+00:00,,,,2023-03-02,4,1020,2
41122,150008,2023-03-02 21:22:35.840000+00:00,2023-03-02 21:22:36.097000+00:00,,,,2023-03-02,4,240,2
41123,,2023-03-02 21:22:35.844000+00:00,2023-03-02 21:22:36.166000+00:00,78435,,,2023-03-02,,240,35
41114,146721,2023-03-02 21:01:20.346000+00:00,2023-03-02 21:30:40.540000+00:00,,,,2023-03-02,3,1000,9
41115,,2023-03-02 21:01:20.351000+00:00,2023-03-03 21:28:55.492000+00:00,78378,,,2023-03-02,,1000,35
41117,,2023-03-02 21:01:20.381000+00:00,2023-03-03 21:28:55.784000+00:00,78378,,,2023-03-02,,250,35
41110,149121,2023-03-02 20:49:48.918000+00:00,2023-03-02 22:26:20.913000+00:00,,,,2023-03-02,2,120,120
41111,,2023-03-02 20:49:48.923000+00:00,2023-03-02 22:26:20.986000+00:00,78338,,,2023-03-02,,120,121
41208,,2023-03-03 18:56:07.065000+00:00,2023-03-03 19:45:30.024000+00:00,,29260,,2023-03-03,,250,51
41268,135506,2023-03-03 23:31:14.342000+00:00,2023-03-04 00:25:00.849000+00:00,,,,2023-03-03,1,275,120
41270,149984,2023-03-03 23:36:42.094000+00:00,2023-03-03 23:36:42.430000+00:00,,,,2023-03-03,2,60,2
41262,,2023-03-03 22:49:53.056000+00:00,2023-03-03 22:49:53.419000+00:00,75007,,,2023-03-03,,120,35
41261,143306,2023-03-03 22:49:53.050000+00:00,2023-03-03 22:49:53.305000+00:00,,,,2023-03-03,2,120,2
41267,,2023-03-03 22:59:59.906000+00:00,2023-03-03 23:00:01.202000+00:00,78576,,,2023-03-03,,200,35
41266,,2023-03-03 22:59:59.645000+00:00,2023-03-03 23:00:00.883000+00:00,78576,,,2023-03-03,,300,35
41265,,2023-03-03 22:59:59.388000+00:00,2023-03-03 23:00:00.580000+00:00,78576,,,2023-03-03,,100,35
41264,,2023-03-03 22:59:59.134000+00:00,2023-03-03 23:00:00.295000+00:00,78576,,,2023-03-03,,3400,35
41263,110606,2023-03-03 22:56:16.250000+00:00,2023-03-03 22:56:16.604000+00:00,,,,2023-03-03,5,252,7
41271,,2023-03-03 23:36:42.100000+00:00,2023-03-03 23:36:42.100000+00:00,,,,2023-03-03,,60,
41251,146943,2023-03-03 22:41:11.445000+00:00,2023-03-03 22:53:42.524000+00:00,,,,2023-03-03,1,2,2
41259,150450,2023-03-03 22:44:06.796000+00:00,2023-03-03 22:50:11.331000+00:00,,,,2023-03-03,2,200,2
41257,150450,2023-03-03 22:44:06.777000+00:00,2023-03-03 22:50:11.175000+00:00,,,,2023-03-03,2,300,2
41269,,2023-03-03 23:31:14.347000+00:00,2023-03-04 00:25:37.231000+00:00,78601,,,2023-03-03,,275,35
41255,150450,2023-03-03 22:44:06.758000+00:00,2023-03-03 22:50:11.045000+00:00,,,,2023-03-03,2,100,2
41246,,2023-03-03 22:22:59.369000+00:00,2023-03-03 22:22:59.678000+00:00,78497,,,2023-03-03,,120,35
41245,135107,2023-03-03 22:22:59.365000+00:00,2023-03-03 22:22:59.601000+00:00,,,,2023-03-03,2,120,2
41243,150940,2023-03-03 22:19:31.549000+00:00,2023-03-03 22:19:31.734000+00:00,,,,2023-03-03,1,1,114
41244,,2023-03-03 22:19:31.557000+00:00,2023-03-03 22:19:31.565000+00:00,,,,2023-03-03,,1,
41241,85413,2023-03-03 22:09:34.014000+00:00,2023-03-03 22:19:02.641000+00:00,,,,2023-03-03,2,60,2
