revisions_ID,Mockup_ID,Version_number,Completed_at,Created_at,Updated_at,Packaging_ID,Product_ID,Sock_pair_ID,Base_version,Read_at
28381,161151,1,2023-05-18 20:20:02.185000+00:00,2023-05-17 15:20:03.869000+00:00,2023-05-18 20:20:02.185000+00:00,,,,1,
28418,,,,2023-05-17 21:37:05.052000+00:00,2023-05-18 21:36:15.816000+00:00,,29700,,,
28393,162298,1,2023-05-17 19:15:24.140000+00:00,2023-05-17 16:44:15.244000+00:00,2023-05-17 19:15:24.140000+00:00,,,,1,
28383,122404,9,2023-05-18 15:55:10.496000+00:00,2023-05-17 15:20:52.821000+00:00,2023-11-09 17:47:19.645000+00:00,,,,9,2023-11-09 17:47:19.645000+00:00
28376,163125,1,,2023-05-17 15:16:31.137000+00:00,2023-05-18 14:15:57.842000+00:00,,,,1,
28409,165516,3,,2023-05-17 20:11:58.868000+00:00,2023-05-17 20:16:49.618000+00:00,,,,3,
28378,161133,1,2023-05-18 20:08:07.027000+00:00,2023-05-17 15:18:38.798000+00:00,2023-12-17 01:18:02.756000+00:00,,,,1,2023-12-17 01:18:02.755000+00:00
28470,165450,5,2023-05-19 16:26:51.671000+00:00,2023-05-18 22:07:44.606000+00:00,2023-05-19 16:26:51.671000+00:00,,,,5,
28462,165981,1,,2023-05-18 20:42:17.648000+00:00,2023-06-15 16:46:20.558000+00:00,,,,1,2023-06-15 16:46:20.558000+00:00
28446,163493,2,2023-05-19 16:28:52.727000+00:00,2023-05-18 18:40:23.055000+00:00,2024-01-23 17:27:43.095000+00:00,,,,2,2024-01-23 17:27:43.095000+00:00
28449,165866,1,2023-05-19 16:15:35.289000+00:00,2023-05-18 18:59:36.080000+00:00,2023-05-19 16:15:35.289000+00:00,,,,1,
28465,165578,1,2023-05-19 18:43:56.097000+00:00,2023-05-18 20:54:47.759000+00:00,2023-05-19 18:43:56.097000+00:00,,,,1,
28464,165578,1,2023-05-19 18:44:05.146000+00:00,2023-05-18 20:54:09.861000+00:00,2023-05-19 18:44:05.146000+00:00,,,,1,
28457,165950,1,,2023-05-18 19:43:36.269000+00:00,2023-05-19 18:57:46.113000+00:00,,,,1,
28442,154638,2,2023-05-19 13:42:27.232000+00:00,2023-05-18 18:02:28.325000+00:00,2023-12-07 21:00:17.689000+00:00,,,,2,2023-12-07 21:00:17.689000+00:00
28448,,,,2023-05-18 18:55:31.723000+00:00,2023-05-19 19:14:13.628000+00:00,,,2881,,
28468,131923,1,,2023-05-18 21:01:37.987000+00:00,2023-07-05 16:57:40.354000+00:00,,,,1,2023-07-05 16:57:40.354000+00:00
28454,,,,2023-05-18 19:32:06.968000+00:00,2023-05-19 19:14:26.133000+00:00,,,2881,,
28453,,,,2023-05-18 19:31:35.976000+00:00,2023-05-19 19:14:31.524000+00:00,,,2881,,
28450,165837,1,2023-05-19 18:05:35.067000+00:00,2023-05-18 19:07:56.725000+00:00,2023-05-19 18:05:54.261000+00:00,,,,1,
28466,163126,1,,2023-05-18 20:59:55.630000+00:00,2023-05-19 20:40:39.909000+00:00,,,,1,
28444,54128,2,2023-05-19 20:35:51.148000+00:00,2023-05-18 18:09:16.630000+00:00,2023-05-19 20:35:51.148000+00:00,,,,2,
28439,164001,1,2023-05-19 15:56:41.461000+00:00,2023-05-18 16:55:56.348000+00:00,2023-05-19 15:56:41.461000+00:00,,,,1,
28467,161941,1,2023-05-19 22:54:33.247000+00:00,2023-05-18 21:00:29.279000+00:00,2023-05-19 22:54:33.247000+00:00,,,,1,
28471,159429,1,2023-05-19 19:03:56.944000+00:00,2023-05-18 22:30:27.554000+00:00,2023-06-05 19:09:19.022000+00:00,,,,1,2023-06-05 19:09:19.022000+00:00
28463,165968,1,2023-05-18 20:56:34.254000+00:00,2023-05-18 20:50:20.693000+00:00,2023-05-18 20:56:34.254000+00:00,,,,1,
28472,,,2023-05-22 14:49:59.878000+00:00,2023-05-18 22:42:13.959000+00:00,2023-05-22 14:49:59.878000+00:00,,29566,,,
28460,165966,1,2023-05-18 20:49:38.749000+00:00,2023-05-18 20:22:07.092000+00:00,2023-05-18 20:49:38.750000+00:00,,,,1,
28456,165888,1,2023-05-22 14:41:34.778000+00:00,2023-05-18 19:37:21.410000+00:00,2023-05-22 14:41:34.778000+00:00,,,,1,
28455,165886,1,2023-05-22 14:40:57.490000+00:00,2023-05-18 19:37:01.349000+00:00,2023-05-22 14:40:57.490000+00:00,,,,1,
28473,,,2023-05-22 14:50:03.766000+00:00,2023-05-18 22:42:36.202000+00:00,2023-05-22 14:50:03.766000+00:00,,29568,,,
28461,165966,1,2023-05-18 20:49:36.996000+00:00,2023-05-18 20:24:46.814000+00:00,2023-05-18 20:49:36.996000+00:00,,,,1,
28458,165737,1,2023-05-18 20:43:11.159000+00:00,2023-05-18 20:03:01.138000+00:00,2023-05-18 20:43:23.205000+00:00,,,,1,
28440,165785,1,2023-05-19 19:39:40.344000+00:00,2023-05-18 16:59:45.935000+00:00,2023-05-19 19:39:40.344000+00:00,,,,1,
28443,162097,1,2023-05-19 16:15:24.462000+00:00,2023-05-18 18:05:44.524000+00:00,2023-07-13 14:32:19.894000+00:00,,,,1,2023-07-13 14:32:19.894000+00:00
28447,165557,2,2023-05-18 19:36:54.099000+00:00,2023-05-18 18:51:21.867000+00:00,2023-05-18 19:36:54.099000+00:00,,,,2,
28451,165844,1,2023-05-18 19:23:48.758000+00:00,2023-05-18 19:11:46.528000+00:00,2023-05-18 19:23:48.759000+00:00,,,,1,
28452,,,,2023-05-18 19:30:54.048000+00:00,2023-05-19 19:15:38.904000+00:00,,,2881,,
28459,,,,2023-05-18 20:05:24.648000+00:00,2023-05-18 21:43:42.747000+00:00,,,2909,,
28445,165674,1,2023-05-18 18:44:43.100000+00:00,2023-05-18 18:39:03.022000+00:00,2023-05-18 18:44:43.100000+00:00,,,,1,
28436,165674,1,2023-05-18 18:44:41.403000+00:00,2023-05-18 15:45:23.373000+00:00,2023-05-18 18:44:41.403000+00:00,,,,1,
28469,165737,2,,2023-05-18 21:13:02.332000+00:00,2023-05-18 21:13:02.338000+00:00,,,,2,
28441,165640,1,2023-05-18 18:38:28.518000+00:00,2023-05-18 17:51:40.936000+00:00,2023-05-18 18:38:28.518000+00:00,,,,1,
28438,165679,3,2023-05-18 16:59:24.939000+00:00,2023-05-18 15:59:43.267000+00:00,2023-05-18 16:59:24.939000+00:00,,,,3,
28435,165450,3,2023-05-18 20:40:42.051000+00:00,2023-05-18 14:56:26.954000+00:00,2023-05-18 20:40:42.051000+00:00,,,,3,
28434,164402,1,2023-05-18 17:01:38.128000+00:00,2023-05-18 14:24:18.033000+00:00,2023-06-13 21:35:50.144000+00:00,,,,1,2023-06-13 21:35:50.143000+00:00
28430,,,2023-05-18 14:27:10.774000+00:00,2023-05-18 13:32:36.149000+00:00,2023-05-18 14:27:10.774000+00:00,85186,,,,
28431,165422,1,2023-05-18 14:46:38.497000+00:00,2023-05-18 14:20:09.883000+00:00,2023-05-18 14:46:38.498000+00:00,,,,1,
28433,,,2023-05-18 17:44:07.953000+00:00,2023-05-18 14:23:16.762000+00:00,2023-05-18 17:44:07.953000+00:00,85116,,,,
28432,,,2023-05-18 17:44:05.014000+00:00,2023-05-18 14:20:50.629000+00:00,2023-05-18 17:44:05.014000+00:00,85116,,,,
28429,,,2023-05-18 16:47:04.438000+00:00,2023-05-18 12:37:26.636000+00:00,2023-05-18 16:47:04.438000+00:00,79498,,,,
28437,3212,2,,2023-05-18 15:52:27.800000+00:00,2023-05-19 17:22:00.754000+00:00,,,,2,
28479,165785,1,2023-05-19 19:39:15.974000+00:00,2023-05-19 14:39:45.423000+00:00,2023-05-19 19:39:30.849000+00:00,,,,1,
28509,162097,3,2023-05-19 19:57:46.431000+00:00,2023-05-19 19:13:56.143000+00:00,2023-07-13 14:32:19.901000+00:00,,,,3,2023-07-13 14:32:19.901000+00:00
28510,166153,1,,2023-05-19 19:37:42.749000+00:00,2023-05-22 17:18:29.440000+00:00,,,,1,
28513,,,,2023-05-19 20:33:00.270000+00:00,2023-05-22 20:37:55.711000+00:00,,,2862,,
28518,166197,1,2023-05-19 21:43:39.003000+00:00,2023-05-19 21:03:23.005000+00:00,2024-01-24 21:41:48.681000+00:00,,,,1,2024-01-24 21:41:48.681000+00:00
28504,165365,2,2023-05-19 19:48:46.622000+00:00,2023-05-19 18:19:23.990000+00:00,2023-05-19 19:48:46.622000+00:00,,,,2,
28495,165969,1,,2023-05-19 16:20:31.207000+00:00,2023-06-06 16:25:08.315000+00:00,,,,1,2023-06-06 16:25:08.314000+00:00
28508,166132,1,,2023-05-19 19:04:50.933000+00:00,2023-05-19 19:19:15.705000+00:00,,,,1,
28503,165450,7,2023-05-19 19:46:41.997000+00:00,2023-05-19 17:59:54.748000+00:00,2023-05-19 19:46:41.997000+00:00,,,,7,
28511,,,,2023-05-19 19:54:19.284000+00:00,2023-06-20 18:30:47.734000+00:00,,,2905,,2023-06-20 18:30:47.734000+00:00
28502,164634,1,2023-05-22 16:21:00.343000+00:00,2023-05-19 17:56:00.846000+00:00,2023-05-22 16:21:00.343000+00:00,,,,1,
28484,164726,1,2023-05-22 14:59:42.438000+00:00,2023-05-19 15:07:16.397000+00:00,2023-05-22 14:59:42.438000+00:00,,,,1,
28476,165557,3,2023-05-22 14:48:45.414000+00:00,2023-05-19 07:30:35.924000+00:00,2023-05-22 14:48:45.415000+00:00,,,,3,
28507,166143,3,2023-05-19 19:10:31.667000+00:00,2023-05-19 18:59:01.416000+00:00,2023-10-26 15:47:01.859000+00:00,,,,3,2023-10-26 15:47:01.859000+00:00
28512,165866,1,2023-05-22 15:06:18.166000+00:00,2023-05-19 20:03:05.958000+00:00,2023-05-22 15:06:18.166000+00:00,,,,1,
28516,166216,1,,2023-05-19 20:44:25.441000+00:00,2023-05-22 21:13:13.985000+00:00,,,,1,
28475,137145,1,2023-05-19 21:47:25.478000+00:00,2023-05-19 06:45:08.287000+00:00,2023-05-19 21:47:25.478000+00:00,,,,1,
28490,147208,1,2023-05-22 15:20:56.380000+00:00,2023-05-19 16:13:05.277000+00:00,2023-05-22 15:20:56.380000+00:00,,,,1,
28515,166186,1,2023-05-19 20:48:46.604000+00:00,2023-05-19 20:44:04.296000+00:00,2024-01-08 11:37:36.143000+00:00,,,,1,2024-01-08 11:37:36.143000+00:00
28492,165970,1,,2023-05-19 16:16:39.392000+00:00,2023-05-22 23:07:25.422000+00:00,,,,1,
28477,165705,1,2023-05-19 20:02:08.689000+00:00,2023-05-19 09:11:30.770000+00:00,2023-06-21 09:56:00.623000+00:00,,,,1,2023-06-21 09:56:00.623000+00:00
28494,163904,1,,2023-05-19 16:20:05.816000+00:00,2023-05-19 16:48:34.672000+00:00,,,,1,
28489,163408,2,,2023-05-19 15:56:15.075000+00:00,2023-05-22 22:38:57.227000+00:00,,,,2,
28514,165968,1,2023-05-22 15:30:53.802000+00:00,2023-05-19 20:41:47.196000+00:00,2023-05-22 15:30:53.802000+00:00,,,,1,
28478,162571,1,2023-05-23 22:53:39.854000+00:00,2023-05-19 14:26:47.565000+00:00,2023-05-23 22:53:39.855000+00:00,,,,1,
28486,165957,1,2023-05-19 15:27:00.375000+00:00,2023-05-19 15:25:44.895000+00:00,2023-05-19 15:27:00.375000+00:00,,,,1,
28482,,,,2023-05-19 14:52:17.357000+00:00,2023-05-22 21:38:20.100000+00:00,,29715,,,
28487,,,2023-05-19 15:36:02.563000+00:00,2023-05-19 15:33:16.199000+00:00,2023-05-19 15:36:02.564000+00:00,78048,,,,
28480,158378,1,,2023-05-19 14:42:12.055000+00:00,2023-05-19 15:45:54.398000+00:00,,,,1,
28491,165972,1,,2023-05-19 16:13:22.670000+00:00,2023-05-22 23:58:45.365000+00:00,,,,1,
28497,163875,1,2023-05-19 21:15:54.597000+00:00,2023-05-19 16:30:54.193000+00:00,2023-06-29 17:02:54.802000+00:00,,,,1,2023-06-29 17:02:54.801000+00:00
28493,161583,1,2023-05-19 17:21:22.195000+00:00,2023-05-19 16:18:17.914000+00:00,2023-05-19 17:21:22.195000+00:00,,,,1,
28501,,,2023-05-19 18:25:26.593000+00:00,2023-05-19 17:45:44.922000+00:00,2023-05-19 18:25:26.593000+00:00,74930,,,,
28506,128839,8,2023-05-22 15:36:00.142000+00:00,2023-05-19 18:58:47.383000+00:00,2023-06-06 15:27:06.011000+00:00,,,,8,2023-06-06 15:27:06.011000+00:00
28496,,,,2023-05-19 16:23:19.207000+00:00,2023-05-19 16:23:19.213000+00:00,85261,,,,
28500,162097,3,2023-05-19 19:12:01.137000+00:00,2023-05-19 17:34:12.624000+00:00,2023-07-13 14:32:19.898000+00:00,,,,3,2023-07-13 14:32:19.898000+00:00
28485,72285,1,2023-05-23 14:49:37.181000+00:00,2023-05-19 15:10:07.999000+00:00,2024-02-13 03:27:38.489000+00:00,,,,1,2024-02-13 03:27:38.488000+00:00
28519,166170,1,2023-05-19 21:52:51.631000+00:00,2023-05-19 21:38:31.735000+00:00,2024-03-01 20:44:45.621000+00:00,,,,1,2024-03-01 20:44:45.620000+00:00
28488,,,,2023-05-19 15:46:58.588000+00:00,2023-05-19 19:14:18.820000+00:00,,,2881,,
28474,165707,1,2023-05-19 19:43:30.788000+00:00,2023-05-19 01:28:21.327000+00:00,2023-05-19 19:43:30.788000+00:00,,,,1,
28517,166202,1,2023-05-19 21:44:11.716000+00:00,2023-05-19 21:01:39.376000+00:00,2023-05-19 21:44:11.716000+00:00,,,,1,
28521,,,2023-05-19 22:02:31.671000+00:00,2023-05-19 21:51:51.600000+00:00,2023-05-19 22:02:31.671000+00:00,85324,,,,
28498,165514,1,2023-05-19 21:25:49.281000+00:00,2023-05-19 17:20:15.757000+00:00,2023-05-19 21:25:49.281000+00:00,,,,1,
28520,166125,1,2023-05-19 21:58:15.847000+00:00,2023-05-19 21:49:59.200000+00:00,2023-05-19 21:58:15.847000+00:00,,,,1,
28505,155175,1,2023-05-19 22:01:12.481000+00:00,2023-05-19 18:28:00.810000+00:00,2023-05-19 22:01:12.481000+00:00,,,,1,
28483,165235,1,2023-05-19 22:10:33.467000+00:00,2023-05-19 15:02:57.638000+00:00,2023-05-19 22:10:33.467000+00:00,,,,1,
28499,163351,2,2023-05-22 20:25:35.644000+00:00,2023-05-19 17:22:27.439000+00:00,2023-05-22 20:25:35.644000+00:00,,,,2,
28481,165705,1,2023-05-19 20:02:07.423000+00:00,2023-05-19 14:46:42.713000+00:00,2023-06-21 09:56:00.628000+00:00,,,,1,2023-06-21 09:56:00.628000+00:00
28522,166305,1,2023-05-22 21:44:31.864000+00:00,2023-05-20 16:43:25.893000+00:00,2023-05-22 21:44:31.864000+00:00,,,,1,
28577,166545,1,2023-05-23 14:05:47.811000+00:00,2023-05-22 23:01:41.504000+00:00,2023-06-29 17:20:28.085000+00:00,,,,1,2023-06-29 17:20:28.085000+00:00
28537,,,2023-05-22 17:15:00.814000+00:00,2023-05-22 16:30:37.146000+00:00,2023-05-22 17:15:00.814000+00:00,85405,,,,
28575,165943,1,2023-05-23 16:03:47.140000+00:00,2023-05-22 22:21:43.357000+00:00,2023-05-23 16:03:47.141000+00:00,,,,1,
28560,166342,1,2023-05-22 20:47:14.039000+00:00,2023-05-22 20:25:04.898000+00:00,2023-06-26 19:22:03.262000+00:00,,,,1,2023-06-26 19:22:03.262000+00:00
28526,162736,1,2023-05-23 14:44:23.579000+00:00,2023-05-22 14:54:10.093000+00:00,2023-05-23 14:44:23.580000+00:00,,,,1,
28530,162364,1,2023-05-23 15:22:21.245000+00:00,2023-05-22 15:59:29.370000+00:00,2023-05-23 15:22:21.246000+00:00,,,,1,
28527,166179,1,2023-05-22 15:02:00.053000+00:00,2023-05-22 14:59:45.161000+00:00,2023-05-22 15:02:00.053000+00:00,,,,1,
28540,166191,1,2023-05-22 17:42:34.887000+00:00,2023-05-22 16:49:20.992000+00:00,2023-08-04 21:01:04.082000+00:00,,,,1,2023-08-04 21:01:04.081000+00:00
28551,161134,2,,2023-05-22 18:28:16.441000+00:00,2023-05-22 22:48:40.204000+00:00,,,,2,
28562,163332,1,2023-05-22 21:02:08.155000+00:00,2023-05-22 20:35:15.518000+00:00,2023-12-20 16:27:09.496000+00:00,,,,1,2023-12-20 16:27:09.496000+00:00
28561,165847,1,2023-05-22 21:17:19.355000+00:00,2023-05-22 20:34:04.660000+00:00,2023-12-15 14:58:42.479000+00:00,,,,1,2023-12-15 14:58:42.478000+00:00
28566,166395,1,2023-05-22 23:11:17.904000+00:00,2023-05-22 21:06:41.143000+00:00,2023-06-09 17:37:01.083000+00:00,,,,1,2023-06-09 17:37:01.083000+00:00
28536,164970,2,2023-05-22 17:18:17.747000+00:00,2023-05-22 16:28:27.081000+00:00,2023-05-22 17:18:17.747000+00:00,,,,2,
28523,166219,1,2023-05-23 14:36:13.400000+00:00,2023-05-22 13:07:47.745000+00:00,2023-05-23 14:36:13.401000+00:00,,,,1,
28555,163507,1,2023-05-22 19:37:46.059000+00:00,2023-05-22 19:28:32.702000+00:00,2023-05-22 19:37:46.060000+00:00,,,,1,
28573,166493,1,2023-05-22 22:19:23.656000+00:00,2023-05-22 22:16:27.003000+00:00,2023-05-22 22:19:23.656000+00:00,,,,1,
28565,166395,1,2023-05-22 23:11:22.746000+00:00,2023-05-22 21:05:30.836000+00:00,2023-06-09 17:37:01.078000+00:00,,,,1,2023-06-09 17:37:01.077000+00:00
28567,166126,1,,2023-05-22 21:19:04.500000+00:00,2024-01-16 17:24:19.381000+00:00,,,,1,2024-01-16 17:24:19.381000+00:00
28525,,,,2023-05-22 14:50:31.284000+00:00,2023-05-22 17:14:32.360000+00:00,85360,,,,
28556,165774,1,2023-05-22 20:59:34.899000+00:00,2023-05-22 19:35:58.538000+00:00,2023-06-06 13:29:53.241000+00:00,,,,1,2023-06-06 13:29:53.241000+00:00
28552,166427,1,2023-05-22 19:43:20.989000+00:00,2023-05-22 18:40:47.592000+00:00,2023-05-22 19:43:20.989000+00:00,,,,1,
28574,166090,1,,2023-05-22 22:18:59.293000+00:00,2023-05-22 22:18:59.298000+00:00,,,,1,
28549,161133,2,,2023-05-22 18:25:42.376000+00:00,2023-12-17 01:18:02.770000+00:00,,,,2,2023-12-17 01:18:02.770000+00:00
28539,166187,1,2023-05-22 17:39:35.845000+00:00,2023-05-22 16:48:06.980000+00:00,2023-05-22 17:39:35.846000+00:00,,,,1,
28559,166216,1,,2023-05-22 20:10:44.973000+00:00,2023-05-22 20:58:34.903000+00:00,,,,1,
28553,165556,1,2023-05-24 15:57:30.593000+00:00,2023-05-22 19:10:42.045000+00:00,2023-05-24 15:57:30.593000+00:00,,,,1,
28550,166304,2,2023-05-22 18:31:50.839000+00:00,2023-05-22 18:25:48.098000+00:00,2023-05-22 18:31:50.839000+00:00,,,,2,
28558,166376,1,,2023-05-22 20:07:39.262000+00:00,2023-05-23 15:05:44.137000+00:00,,,,1,
28533,,,2023-05-22 17:09:09.937000+00:00,2023-05-22 16:15:39.131000+00:00,2023-05-22 17:09:09.937000+00:00,74151,,,,
28545,48463,1,2023-05-22 18:15:33.569000+00:00,2023-05-22 18:12:01.271000+00:00,2023-05-22 18:15:33.570000+00:00,,,,1,
28543,166170,1,2023-05-22 18:12:10.835000+00:00,2023-05-22 18:04:17.548000+00:00,2024-03-01 20:44:45.625000+00:00,,,,1,2024-03-01 20:44:45.624000+00:00
28557,152190,1,2023-05-22 20:16:55.894000+00:00,2023-05-22 20:00:11.549000+00:00,2023-05-22 20:16:55.894000+00:00,,,,1,
28547,166321,1,,2023-05-22 18:17:56.250000+00:00,2023-05-22 20:15:38.092000+00:00,,,,1,
28535,122404,11,2023-05-23 14:49:51.545000+00:00,2023-05-22 16:18:47.504000+00:00,2023-11-09 17:47:19.656000+00:00,,,,11,2023-11-09 17:47:19.656000+00:00
28542,166321,1,,2023-05-22 17:22:12.433000+00:00,2023-05-22 20:15:03.968000+00:00,,,,1,
28569,166451,3,2023-05-23 15:05:18.066000+00:00,2023-05-22 21:21:29.440000+00:00,2023-05-23 15:05:18.066000+00:00,,,,3,
28534,122404,11,2023-05-23 14:49:55.433000+00:00,2023-05-22 16:15:54.205000+00:00,2023-11-09 17:47:19.650000+00:00,,,,11,2023-11-09 17:47:19.650000+00:00
28570,,,2023-05-22 21:40:40.468000+00:00,2023-05-22 21:29:55.740000+00:00,2023-05-22 21:40:40.469000+00:00,70110,,,,
28531,,,2023-05-22 16:13:34.790000+00:00,2023-05-22 16:01:42.364000+00:00,2023-05-22 16:13:34.790000+00:00,72176,,,,
28532,166335,1,2023-05-22 17:03:46.903000+00:00,2023-05-22 16:06:09.268000+00:00,2023-05-22 17:03:46.903000+00:00,,,,1,
28572,166361,1,2023-05-23 14:46:06.767000+00:00,2023-05-22 22:07:22.425000+00:00,2023-05-23 14:46:06.767000+00:00,,,,1,
28564,166451,3,2023-05-23 15:09:19.771000+00:00,2023-05-22 21:04:51.008000+00:00,2023-05-23 15:09:19.771000+00:00,,,,3,
28548,155938,3,2023-05-22 19:43:54.170000+00:00,2023-05-22 18:21:48.628000+00:00,2023-05-22 19:43:54.170000+00:00,,,,3,
28528,166335,1,2023-05-22 17:03:39.815000+00:00,2023-05-22 15:40:46.709000+00:00,2023-05-22 17:03:39.816000+00:00,,,,1,
28568,165847,2,2023-05-23 15:18:19.589000+00:00,2023-05-22 21:21:29.057000+00:00,2023-12-15 14:58:42.483000+00:00,,,,2,2023-12-15 14:58:42.482000+00:00
28541,,,2023-05-23 14:42:24.352000+00:00,2023-05-22 17:09:26.526000+00:00,2023-05-23 14:42:24.352000+00:00,,,2910,,
28576,,,,2023-05-22 22:36:37.645000+00:00,2023-05-22 22:52:44.252000+00:00,27900,,,,
28571,166361,1,2023-05-23 14:46:12.368000+00:00,2023-05-22 22:00:15.084000+00:00,2023-05-23 14:46:12.368000+00:00,,,,1,
28529,166335,1,2023-05-22 17:03:43.018000+00:00,2023-05-22 15:45:05.065000+00:00,2023-05-22 17:03:43.018000+00:00,,,,1,
28524,165270,1,2023-05-23 15:42:57.973000+00:00,2023-05-22 14:17:02.521000+00:00,2023-06-13 21:29:11.333000+00:00,,,,1,2023-06-13 21:29:11.333000+00:00
28563,165453,1,,2023-05-22 20:53:01.827000+00:00,2023-05-23 17:30:21.410000+00:00,,,,1,
28544,,,2023-05-24 18:02:56.439000+00:00,2023-05-22 18:07:39.381000+00:00,2023-05-24 18:02:56.439000+00:00,63303,,,,
28546,162586,1,,2023-05-22 18:14:03.647000+00:00,2023-05-23 17:23:26.400000+00:00,,,,1,
28554,166451,1,2023-05-22 19:28:59.432000+00:00,2023-05-22 19:15:30.280000+00:00,2023-05-22 19:28:59.432000+00:00,,,,1,
28538,,,2023-05-24 18:02:54.091000+00:00,2023-05-22 16:37:27.442000+00:00,2023-05-24 18:02:54.092000+00:00,63303,,,,
28631,166678,1,2023-05-23 23:10:52.279000+00:00,2023-05-23 21:44:46.952000+00:00,2023-05-23 23:10:52.280000+00:00,,,,1,
28594,143054,2,2023-05-24 21:36:40.563000+00:00,2023-05-23 15:13:10.376000+00:00,2023-05-24 21:36:40.563000+00:00,,,,2,
28608,165970,1,,2023-05-23 17:34:42.735000+00:00,2023-05-24 17:13:48.217000+00:00,,,,1,
28633,,,,2023-05-23 21:59:35.287000+00:00,2023-05-23 22:07:01.685000+00:00,85642,,,,
28632,166374,1,,2023-05-23 21:55:35.830000+00:00,2023-05-24 16:19:38.492000+00:00,,,,1,
28599,165878,4,2023-05-23 15:27:29.993000+00:00,2023-05-23 15:20:49.465000+00:00,2023-05-23 15:27:29.994000+00:00,,,,4,
28600,165847,3,2023-05-23 19:03:04.602000+00:00,2023-05-23 15:43:01.951000+00:00,2023-12-15 14:58:42.486000+00:00,,,,3,2023-12-15 14:58:42.486000+00:00
28626,166826,1,2023-05-23 21:30:53.179000+00:00,2023-05-23 21:24:16.428000+00:00,2023-06-12 16:47:17.533000+00:00,,,,1,2023-06-12 16:47:17.533000+00:00
28585,166484,1,2023-05-23 14:50:52.399000+00:00,2023-05-23 14:10:03.509000+00:00,2023-05-23 14:50:52.399000+00:00,,,,1,
28623,161346,18,2023-05-23 21:46:26.648000+00:00,2023-05-23 20:55:08.557000+00:00,2023-05-23 21:46:26.648000+00:00,,,,18,
28637,166363,1,2023-05-23 22:22:03.629000+00:00,2023-05-23 22:09:36.138000+00:00,2023-08-16 18:23:27.782000+00:00,,,,1,2023-08-16 18:23:27.782000+00:00
28625,,,,2023-05-23 21:22:27.357000+00:00,2023-06-22 15:29:26.459000+00:00,,29721,,,2023-06-22 15:29:26.458000+00:00
28581,156175,1,2023-05-24 15:37:38.961000+00:00,2023-05-23 13:38:16.307000+00:00,2023-05-24 15:37:38.962000+00:00,,,,1,
28590,164726,2,2023-05-24 15:41:54.822000+00:00,2023-05-23 15:06:21.413000+00:00,2023-05-24 15:41:54.822000+00:00,,,,2,
28595,142244,1,,2023-05-23 15:14:25.883000+00:00,2023-05-24 15:14:40.448000+00:00,,,,1,
28612,110868,1,2023-05-23 21:32:34.879000+00:00,2023-05-23 19:25:17.475000+00:00,2023-05-23 21:32:34.880000+00:00,,,,1,
28578,166588,1,2023-05-23 15:45:15.952000+00:00,2023-05-23 01:34:31.565000+00:00,2023-05-23 15:45:15.953000+00:00,,,,1,
28622,156696,2,2023-05-23 21:13:45.814000+00:00,2023-05-23 20:53:13.336000+00:00,2023-05-23 21:13:45.815000+00:00,,,,2,
28620,165516,3,,2023-05-23 20:34:01.521000+00:00,2023-05-23 20:52:07.717000+00:00,,,,3,
28609,165969,1,,2023-05-23 17:36:55.604000+00:00,2023-06-06 16:25:08.322000+00:00,,,,1,2023-06-06 16:25:08.322000+00:00
28617,,,2023-05-23 20:47:11.139000+00:00,2023-05-23 19:49:26.975000+00:00,2023-05-23 20:47:11.139000+00:00,84633,,,,
28619,,,,2023-05-23 20:28:25.296000+00:00,2023-05-23 20:38:47.049000+00:00,82440,,,,
28615,166609,1,2023-05-23 19:52:30.537000+00:00,2023-05-23 19:34:28.157000+00:00,2023-05-23 19:52:30.537000+00:00,,,,1,
28621,166112,1,2023-05-24 17:37:27.697000+00:00,2023-05-23 20:51:30.672000+00:00,2023-06-05 16:17:17.890000+00:00,,,,1,2023-06-05 16:17:17.889000+00:00
28634,164755,1,2023-05-24 17:14:02.748000+00:00,2023-05-23 22:02:35.842000+00:00,2023-06-01 21:30:40.750000+00:00,,,,1,2023-06-01 21:30:40.750000+00:00
28613,,,2023-05-23 19:32:33.243000+00:00,2023-05-23 19:30:40.845000+00:00,2023-05-23 19:32:33.243000+00:00,83839,,,,
28640,166915,3,2023-05-24 14:05:23.888000+00:00,2023-05-23 23:32:16.848000+00:00,2023-10-09 16:53:11.353000+00:00,,,,3,2023-10-09 16:53:11.352000+00:00
28591,,,2023-05-23 21:38:48.526000+00:00,2023-05-23 15:07:19.319000+00:00,2023-05-23 21:38:48.526000+00:00,82018,,,,
28607,162605,1,2023-05-23 19:24:46.751000+00:00,2023-05-23 17:29:06.906000+00:00,2023-05-23 19:24:46.752000+00:00,,,,1,
28605,166590,1,,2023-05-23 17:22:14.614000+00:00,2023-05-24 17:23:54.250000+00:00,,,,1,
28606,165972,1,,2023-05-23 17:28:48.961000+00:00,2023-05-24 17:21:53.151000+00:00,,,,1,
28630,166826,1,2023-05-23 21:51:39.888000+00:00,2023-05-23 21:35:21.562000+00:00,2023-06-12 16:47:17.540000+00:00,,,,1,2023-06-12 16:47:17.540000+00:00
28579,166589,1,2023-05-23 15:38:51.172000+00:00,2023-05-23 01:35:37.391000+00:00,2023-05-23 15:38:51.172000+00:00,,,,1,
28596,145258,1,2023-05-23 22:58:12.202000+00:00,2023-05-23 15:14:51.864000+00:00,2023-05-23 22:58:12.202000+00:00,,,,1,
