ID,Mockup ID,Version number,Completed at,Created at,Updated at,Packaging ID,Product ID,Sock pair ID,Base version,Read at
23752,144391.0,1.0,2023-02-10T18:51:11.441Z,2023-02-09T21:24:53.023Z,2023-02-10T18:51:11.441Z,,,,1.0,
23744,143760.0,2.0,2023-02-09T21:25:20.118Z,2023-02-09T19:36:46.098Z,2023-02-09T21:25:20.118Z,,,,2.0,
23764,,,2023-02-10T16:03:00.175Z,2023-02-09T23:24:15.746Z,2023-02-10T16:03:00.175Z,50747.0,,,,
23706,131856.0,3.0,2023-02-09T16:08:45.579Z,2023-02-09T15:07:58.766Z,2023-02-09T16:08:45.579Z,,,,3.0,
23768,144279.0,1.0,,2023-02-09T23:38:02.979Z,2023-02-10T16:07:15.380Z,,,,1.0,
23707,131856.0,3.0,2023-02-09T16:08:44.004Z,2023-02-09T15:11:28.475Z,2023-02-09T16:08:44.004Z,,,,3.0,
23736,144295.0,1.0,2023-02-09T18:58:01.919Z,2023-02-09T18:37:16.639Z,2023-02-09T18:58:01.919Z,,,,1.0,
23758,143191.0,1.0,2023-02-09T22:18:26.950Z,2023-02-09T22:03:38.678Z,2023-02-09T22:18:26.951Z,,,,1.0,
23753,,,2023-02-09T22:27:54.437Z,2023-02-09T21:36:01.656Z,2023-02-09T22:27:54.437Z,73551.0,,,,
23722,,,2023-02-09T19:57:21.318Z,2023-02-09T17:15:29.467Z,2023-10-11T16:41:31.330Z,,,2567.0,,2023-10-11T16:41:31.329Z
23723,143306.0,1.0,,2023-02-09T17:20:30.901Z,2023-02-09T17:39:00.800Z,,,,1.0,
23724,137236.0,1.0,,2023-02-09T17:45:03.804Z,2023-02-10T19:40:08.685Z,,,,1.0,
23728,,,2023-02-09T17:55:31.454Z,2023-02-09T17:52:26.900Z,2023-02-09T17:55:31.454Z,72044.0,,,,
23710,,,2023-02-09T17:30:44.034Z,2023-02-09T15:36:40.542Z,2023-02-09T17:30:44.034Z,53648.0,,,,
23756,141697.0,1.0,2023-02-10T16:28:33.100Z,2023-02-09T21:54:14.382Z,2023-02-10T16:28:33.101Z,,,,1.0,
23711,141833.0,2.0,,2023-02-09T15:46:29.335Z,2023-02-09T15:47:10.968Z,,,,2.0,
23721,,,2023-02-09T17:25:23.357Z,2023-02-09T16:51:27.853Z,2023-02-09T17:25:23.357Z,74931.0,,,,
23761,137345.0,1.0,2023-02-10T21:19:22.230Z,2023-02-09T22:43:21.885Z,2023-02-10T21:19:22.231Z,,,,1.0,
23757,142108.0,1.0,,2023-02-09T21:54:36.231Z,2023-02-10T15:14:05.979Z,,,,1.0,
23767,86314.0,2.0,2023-02-10T23:12:44.869Z,2023-02-09T23:35:08.659Z,2023-02-10T23:12:44.870Z,,,,2.0,
23771,141704.0,3.0,2023-02-10T20:06:36.621Z,2023-02-09T23:57:40.247Z,2023-02-10T20:06:36.621Z,,,,3.0,
23769,,,,2023-02-09T23:38:51.590Z,2023-02-10T15:54:03.173Z,74046.0,,,,
23766,138998.0,2.0,2023-02-10T01:59:33.987Z,2023-02-09T23:33:34.249Z,2023-02-10T01:59:33.987Z,,,,2.0,
23748,,,,2023-02-09T20:27:49.547Z,2023-02-09T20:34:14.250Z,75327.0,,,,
23732,141176.0,1.0,2023-02-10T18:53:25.663Z,2023-02-09T18:16:01.316Z,2023-02-10T18:53:25.663Z,,,,1.0,
23763,141116.0,1.0,2023-02-10T01:44:34.466Z,2023-02-09T23:13:52.880Z,2023-02-10T01:44:34.467Z,,,,1.0,
23765,141116.0,1.0,2023-02-10T01:44:32.129Z,2023-02-09T23:27:54.406Z,2023-02-10T01:44:32.130Z,,,,1.0,
23708,140644.0,2.0,2023-02-09T21:26:13.721Z,2023-02-09T15:21:16.158Z,2023-02-09T21:26:13.721Z,,,,2.0,
23760,144397.0,1.0,2023-02-10T16:49:00.367Z,2023-02-09T22:29:34.335Z,2023-02-10T16:49:00.368Z,,,,1.0,
23729,144304.0,1.0,,2023-02-09T18:01:47.908Z,2023-02-10T19:39:15.070Z,,,,1.0,
23719,142827.0,2.0,2023-02-09T17:06:06.628Z,2023-02-09T16:47:53.081Z,2023-02-09T17:06:06.628Z,,,,2.0,
23755,144397.0,1.0,2023-02-10T16:48:58.334Z,2023-02-09T21:47:10.805Z,2023-02-10T16:48:58.334Z,,,,1.0,
23705,144001.0,1.0,2023-02-09T16:22:08.025Z,2023-02-09T01:26:49.456Z,2023-02-09T16:22:08.025Z,,,,1.0,
23820,144762.0,1.0,2023-02-13T15:26:17.753Z,2023-02-10T20:38:30.275Z,2023-02-13T15:26:17.754Z,,,,1.0,
23790,135320.0,1.0,2023-02-10T17:56:45.722Z,2023-02-10T17:19:49.194Z,2023-02-10T17:56:45.722Z,,,,1.0,
23782,,,2023-02-10T17:59:45.236Z,2023-02-10T15:40:31.781Z,2023-02-10T17:59:45.236Z,,,2566.0,,
23784,142823.0,5.0,2023-02-10T16:08:00.925Z,2023-02-10T16:07:42.310Z,2023-02-10T16:08:00.925Z,,,,5.0,
23800,144790.0,1.0,,2023-02-10T18:42:50.116Z,2023-02-13T19:59:23.016Z,,,,1.0,
23834,144304.0,2.0,,2023-02-10T22:40:53.557Z,2023-02-13T22:52:31.819Z,,,,2.0,
23781,144248.0,1.0,,2023-02-10T15:37:30.523Z,2023-02-13T22:15:19.994Z,,,,1.0,
23796,144422.0,1.0,2023-02-10T19:18:20.685Z,2023-02-10T18:15:24.755Z,2023-02-10T19:18:20.686Z,,,,1.0,
23821,144246.0,1.0,2023-02-10T22:13:28.477Z,2023-02-10T20:56:15.867Z,2023-10-10T20:57:25.291Z,,,,1.0,2023-10-10T20:57:25.290Z
23785,143879.0,1.0,2023-02-10T18:05:24.371Z,2023-02-10T16:18:35.560Z,2023-02-10T18:05:24.371Z,,,,1.0,
23773,140224.0,2.0,2023-02-10T16:40:32.545Z,2023-02-10T00:05:51.948Z,2023-02-10T16:40:32.546Z,,,,2.0,
23816,144577.0,1.0,2023-02-10T20:53:44.050Z,2023-02-10T20:07:13.498Z,2023-02-10T20:54:10.332Z,,,,1.0,
23817,132434.0,1.0,,2023-02-10T20:07:32.694Z,2023-02-13T22:41:59.005Z,,,,1.0,
23774,133228.0,2.0,2023-02-10T16:41:28.629Z,2023-02-10T00:17:09.996Z,2023-02-10T16:41:28.629Z,,,,2.0,
23806,,,2023-02-10T19:22:01.682Z,2023-02-10T19:05:27.856Z,2023-02-10T19:22:01.683Z,74199.0,,,,
23795,143470.0,1.0,2023-02-10T18:16:31.865Z,2023-02-10T18:04:41.185Z,2023-02-10T18:16:31.865Z,,,,1.0,
23799,144790.0,1.0,,2023-02-10T18:33:30.506Z,2023-02-13T19:59:30.208Z,,,,1.0,
23808,144422.0,1.0,2023-02-13T13:54:04.934Z,2023-02-10T19:29:05.930Z,2023-02-13T13:54:04.935Z,,,,1.0,
23777,144531.0,1.0,2023-02-10T14:05:42.987Z,2023-02-10T13:56:30.672Z,2023-02-10T14:05:42.988Z,,,,1.0,
23815,132434.0,1.0,,2023-02-10T20:06:20.772Z,2023-02-13T22:27:15.045Z,,,,1.0,
23779,140400.0,1.0,2023-02-10T15:33:43.165Z,2023-02-10T15:22:44.896Z,2023-02-10T15:33:43.166Z,,,,1.0,
23812,132438.0,1.0,,2023-02-10T20:02:52.884Z,2023-02-13T22:42:59.106Z,,,,1.0,
23783,,,,2023-02-10T15:45:03.309Z,2023-02-10T15:45:03.315Z,,,2572.0,,
23776,144422.0,1.0,,2023-02-10T11:59:11.522Z,2023-02-10T16:01:28.307Z,,,,1.0,
23798,144599.0,3.0,2023-02-10T18:40:18.998Z,2023-02-10T18:25:24.249Z,2023-02-10T18:40:18.998Z,,,,3.0,
23780,138324.0,4.0,2023-02-10T17:06:02.578Z,2023-02-10T15:25:33.064Z,2023-02-10T17:06:22.881Z,,,,4.0,
23772,144599.0,1.0,2023-02-10T17:04:49.749Z,2023-02-10T00:01:21.051Z,2023-02-10T17:06:38.190Z,,,,1.0,
23810,144823.0,1.0,2023-02-13T21:35:17.638Z,2023-02-10T19:41:22.554Z,2023-02-13T21:35:17.638Z,,,,1.0,
23818,143311.0,2.0,2023-02-13T21:36:24.435Z,2023-02-10T20:12:38.341Z,2023-02-13T21:36:24.435Z,,,,2.0,
23775,144630.0,1.0,2023-02-10T17:21:20.565Z,2023-02-10T00:20:48.051Z,2023-02-10T17:21:20.565Z,,,,1.0,
23838,144217.0,1.0,2023-02-13T18:43:07.141Z,2023-02-10T23:07:27.735Z,2023-02-13T18:43:07.141Z,,,,1.0,
23801,144630.0,2.0,2023-02-10T23:00:04.220Z,2023-02-10T18:42:57.106Z,2023-02-10T23:00:04.221Z,,,,2.0,
23789,143965.0,1.0,2023-02-10T17:33:50.087Z,2023-02-10T17:19:44.406Z,2023-02-10T17:33:50.087Z,,,,1.0,
23787,141427.0,2.0,,2023-02-10T16:31:23.922Z,2023-02-10T17:36:23.104Z,,,,2.0,
23805,,,2023-02-10T23:00:16.716Z,2023-02-10T18:53:37.915Z,2023-02-10T23:00:16.716Z,75715.0,,,,
23829,145030.0,1.0,2023-02-13T23:44:43.083Z,2023-02-10T22:05:46.170Z,2024-02-21T23:39:08.605Z,,,,1.0,2024-02-21T23:39:08.605Z
23778,,,2023-02-10T17:41:11.090Z,2023-02-10T15:14:54.308Z,2023-02-10T17:41:11.090Z,75573.0,,,,
23809,143452.0,1.0,2023-02-10T19:41:44.624Z,2023-02-10T19:29:13.498Z,2023-02-10T19:41:44.625Z,,,,1.0,
23792,135320.0,1.0,2023-02-10T17:56:40.115Z,2023-02-10T17:29:43.008Z,2023-02-10T17:56:40.115Z,,,,1.0,
23791,135320.0,1.0,2023-02-10T17:56:42.738Z,2023-02-10T17:28:05.548Z,2023-02-10T17:56:42.738Z,,,,1.0,
23819,,,2023-02-10T23:07:13.436Z,2023-02-10T20:17:41.575Z,2023-02-10T23:07:13.436Z,73710.0,,,,
23827,144960.0,1.0,,2023-02-10T21:28:57.261Z,2023-02-11T04:17:29.582Z,,,,1.0,
23814,132438.0,1.0,,2023-02-10T20:03:51.276Z,2023-02-13T22:44:16.564Z,,,,1.0,
23828,,,2023-02-13T21:44:46.225Z,2023-02-10T21:59:57.024Z,2023-02-13T21:44:46.225Z,75632.0,,,,
23832,131856.0,3.0,2023-02-10T23:17:52.434Z,2023-02-10T22:26:57.522Z,2023-02-10T23:17:52.434Z,,,,3.0,
23804,,,2023-02-10T20:01:53.338Z,2023-02-10T18:51:13.621Z,2023-02-10T20:02:02.007Z,,29155.0,,,
23831,,,2023-02-10T23:08:14.613Z,2023-02-10T22:18:39.977Z,2024-04-08T15:52:21.075Z,75799.0,,,,2024-04-08T15:52:21.075Z
23823,144155.0,1.0,2023-02-13T15:39:13.058Z,2023-02-10T21:17:28.627Z,2023-02-13T15:39:13.058Z,,,,1.0,
23824,144407.0,1.0,2023-02-13T17:12:34.327Z,2023-02-10T21:18:33.453Z,2023-02-13T17:12:34.327Z,,,,1.0,
23813,144448.0,1.0,2023-02-13T18:11:41.728Z,2023-02-10T20:03:40.594Z,2023-02-13T18:11:41.729Z,,,,1.0,
23822,144974.0,1.0,2023-02-10T22:07:31.320Z,2023-02-10T21:10:46.868Z,2023-02-10T22:07:31.321Z,,,,1.0,
23807,143601.0,1.0,2023-02-13T13:39:10.583Z,2023-02-10T19:08:41.908Z,2023-02-13T13:39:10.583Z,,,,1.0,
23826,144960.0,1.0,,2023-02-10T21:28:21.860Z,2023-02-11T04:20:17.541Z,,,,1.0,
23825,,,2023-02-10T22:14:41.441Z,2023-02-10T21:24:13.699Z,2023-02-10T22:14:41.441Z,,,2470.0,,
23788,144752.0,1.0,,2023-02-10T16:54:25.009Z,2023-02-10T22:10:38.989Z,,,,1.0,
23830,,,2023-02-10T22:12:21.154Z,2023-02-10T22:08:47.155Z,2023-02-10T22:12:21.154Z,73636.0,,,,
23786,126855.0,2.0,2023-02-14T17:12:26.599Z,2023-02-10T16:30:17.549Z,2023-08-28T17:22:38.890Z,,,,2.0,2023-08-28T17:22:38.890Z
23836,145095.0,2.0,2023-02-13T14:31:20.003Z,2023-02-10T22:42:58.906Z,2023-02-13T14:34:13.640Z,,,,2.0,
23833,143393.0,4.0,2023-02-10T23:04:49.184Z,2023-02-10T22:40:50.887Z,2023-02-10T23:04:49.185Z,,,,4.0,
23803,144630.0,2.0,2023-02-10T23:00:05.862Z,2023-02-10T18:44:47.908Z,2023-02-10T23:00:05.862Z,,,,2.0,
23802,144632.0,2.0,2023-02-10T22:59:49.261Z,2023-02-10T18:43:52.985Z,2023-02-10T22:59:49.262Z,,,,2.0,
23811,140218.0,2.0,2023-02-10T23:16:47.734Z,2023-02-10T19:58:54.450Z,2023-02-10T23:16:47.734Z,,,,2.0,
23837,145079.0,1.0,,2023-02-10T22:55:58.816Z,2023-02-10T23:28:39.723Z,,,,1.0,
23835,145095.0,2.0,2023-02-13T14:31:21.300Z,2023-02-10T22:42:07.461Z,2023-02-13T14:31:21.301Z,,,,2.0,
23794,142108.0,2.0,2023-02-11T01:16:19.293Z,2023-02-10T18:04:31.487Z,2023-02-11T01:16:19.294Z,,,,2.0,
23839,,,2023-02-10T23:45:33.917Z,2023-02-10T23:23:02.153Z,2023-02-10T23:45:33.917Z,75665.0,,,,
23793,,,2023-02-10T17:40:39.377Z,2023-02-10T17:36:46.139Z,2024-02-19T20:05:32.208Z,,,2537.0,,2024-02-19T20:05:32.207Z
23841,145142.0,1.0,2023-02-13T16:55:34.248Z,2023-02-10T23:48:54.951Z,2023-02-13T16:55:34.248Z,,,,1.0,
23840,115497.0,1.0,2023-02-11T00:49:41.332Z,2023-02-10T23:45:01.551Z,2023-02-11T00:52:21.228Z,,,,1.0,
23797,144217.0,1.0,2023-02-13T18:43:09.082Z,2023-02-10T18:21:28.951Z,2023-02-13T18:43:09.082Z,,,,1.0,
23845,145168.0,1.0,2023-02-14T18:24:50.451Z,2023-02-11T16:41:30.612Z,2023-06-01T21:14:00.337Z,,,,1.0,2023-06-01T21:14:00.337Z
23842,145207.0,1.0,,2023-02-11T04:23:23.221Z,2023-02-11T04:32:23.944Z,,,,1.0,
23846,145169.0,1.0,2023-02-27T16:00:51.202Z,2023-02-11T16:42:13.907Z,2023-02-27T16:00:51.202Z,,,,1.0,
23843,145208.0,1.0,2023-02-13T14:07:47.975Z,2023-02-11T04:38:15.376Z,2023-02-13T14:07:47.975Z,,,,1.0,
23847,141043.0,2.0,2023-02-13T16:18:16.571Z,2023-02-11T21:13:32.362Z,2024-04-04T14:39:05.135Z,,,,2.0,2024-04-04T14:39:05.134Z
23844,145208.0,1.0,2023-02-13T14:10:18.533Z,2023-02-11T04:39:06.333Z,2023-02-13T14:14:41.595Z,,,,1.0,
23848,145226.0,1.0,2023-02-12T16:43:48.123Z,2023-02-12T16:17:17.037Z,2023-02-12T16:43:48.123Z,,,,1.0,
23849,145226.0,1.0,2023-02-12T16:43:49.024Z,2023-02-12T16:41:16.039Z,2023-02-12T16:43:49.024Z,,,,1.0,
23868,140062.0,3.0,2023-02-13T19:06:50.255Z,2023-02-13T17:34:18.784Z,2023-02-13T19:06:50.256Z,,,,3.0,
23895,144290.0,2.0,,2023-02-13T21:16:04.544Z,2023-02-14T17:57:15.088Z,,,,2.0,
23852,141260.0,2.0,2023-02-13T16:22:11.931Z,2023-02-13T15:09:42.656Z,2023-02-13T16:22:11.931Z,,,,2.0,
23886,141260.0,3.0,2023-02-13T21:34:10.176Z,2023-02-13T19:36:33.590Z,2023-02-13T21:34:10.176Z,,,,3.0,
23862,,,2023-02-13T17:37:01.234Z,2023-02-13T16:40:17.410Z,2023-02-13T17:37:01.235Z,75642.0,,,,
23883,144866.0,1.0,2023-02-14T19:50:09.148Z,2023-02-13T19:18:19.175Z,2023-02-14T19:50:09.148Z,,,,1.0,
23892,144290.0,2.0,2023-02-13T20:57:25.861Z,2023-02-13T20:46:24.524Z,2023-02-13T20:57:25.861Z,,,,2.0,
23866,140449.0,2.0,2023-02-13T17:56:39.940Z,2023-02-13T17:12:17.489Z,2023-02-13T17:56:39.941Z,,,,2.0,
23855,144290.0,2.0,2023-02-13T17:35:03.368Z,2023-02-13T15:38:06.603Z,2023-02-13T17:35:03.369Z,,,,2.0,
23854,140746.0,5.0,2023-02-13T15:58:12.812Z,2023-02-13T15:32:35.236Z,2023-02-13T15:58:12.813Z,,,,5.0,
23881,145317.0,1.0,2023-02-13T20:58:15.204Z,2023-02-13T19:07:46.285Z,2023-02-13T20:58:15.204Z,,,,1.0,
23893,,,2023-02-13T21:04:22.362Z,2023-02-13T20:56:39.914Z,2023-02-13T21:04:22.363Z,75998.0,,,,
23894,,,2023-02-13T21:04:24.485Z,2023-02-13T21:04:03.717Z,2023-02-13T21:04:24.485Z,75998.0,,,,
23896,,,2023-02-13T21:25:18.320Z,2023-02-13T21:19:05.962Z,2023-02-13T21:25:18.320Z,,29167.0,,,
23903,,,2023-02-13T22:39:40.383Z,2023-02-13T22:30:31.130Z,2023-02-13T22:39:40.383Z,,,2563.0,,
23873,143452.0,2.0,2023-02-13T19:21:19.494Z,2023-02-13T17:47:49.733Z,2023-02-13T19:21:19.494Z,,,,2.0,
23891,141846.0,1.0,2023-02-13T23:43:03.087Z,2023-02-13T20:36:31.268Z,2023-02-13T23:43:03.087Z,,,,1.0,
23879,144779.0,1.0,2023-02-13T21:50:07.130Z,2023-02-13T18:12:55.403Z,2023-02-13T21:50:07.131Z,,,,1.0,
23859,,,2023-02-13T17:09:57.619Z,2023-02-13T16:03:08.381Z,2024-04-08T15:52:21.079Z,75799.0,,,,2024-04-08T15:52:21.079Z
23876,144786.0,1.0,2023-02-13T21:53:11.785Z,2023-02-13T18:11:19.806Z,2023-02-13T21:53:11.785Z,,,,1.0,
23856,,,,2023-02-13T15:45:14.741Z,2023-02-14T14:55:34.796Z,,,2578.0,,
23877,144785.0,1.0,2023-02-13T21:53:17.013Z,2023-02-13T18:11:58.843Z,2023-02-13T21:53:17.013Z,,,,1.0,
23872,136951.0,1.0,2023-02-13T18:21:14.354Z,2023-02-13T17:47:07.499Z,2023-02-13T18:21:14.355Z,,,,1.0,
23878,144784.0,1.0,2023-02-13T21:53:22.935Z,2023-02-13T18:12:37.955Z,2023-02-13T21:53:22.935Z,,,,1.0,
23885,144642.0,1.0,2023-02-13T23:16:43.024Z,2023-02-13T19:19:19.808Z,2023-02-13T23:16:43.025Z,,,,1.0,
23865,140463.0,1.0,2023-02-13T17:52:28.936Z,2023-02-13T17:11:39.289Z,2023-02-13T17:52:28.937Z,,,,1.0,
23851,144290.0,2.0,2023-02-13T15:32:08.319Z,2023-02-13T14:56:33.296Z,2023-02-13T15:32:08.320Z,,,,2.0,
23889,133773.0,1.0,2023-02-20T23:59:05.336Z,2023-02-13T20:02:43.054Z,2023-02-20T23:59:05.336Z,,,,1.0,
23888,145374.0,1.0,2023-02-13T21:58:16.002Z,2023-02-13T19:58:22.243Z,2023-02-13T21:58:16.003Z,,,,1.0,
23899,126008.0,1.0,2023-02-13T21:58:51.272Z,2023-02-13T21:37:26.646Z,2023-02-13T21:58:51.272Z,,,,1.0,
23900,143863.0,1.0,2023-02-13T21:59:52.954Z,2023-02-13T21:40:59.780Z,2023-02-13T21:59:52.954Z,,,,1.0,
23863,144750.0,1.0,2023-02-13T17:31:26.214Z,2023-02-13T16:43:54.460Z,2023-02-13T17:31:26.214Z,,,,1.0,
23858,143885.0,2.0,2023-02-13T17:41:50.911Z,2023-02-13T15:55:15.640Z,2023-02-13T17:41:50.912Z,,,,2.0,
23905,127214.0,1.0,2023-02-14T18:42:42.530Z,2023-02-13T22:52:27.368Z,2023-02-14T18:42:42.530Z,,,,1.0,
23909,139666.0,1.0,2023-02-14T17:48:42.580Z,2023-02-13T23:46:30.362Z,2023-02-14T17:48:42.580Z,,,,1.0,
23861,145146.0,1.0,,2023-02-13T16:36:03.084Z,2023-06-15T17:17:10.037Z,,,,1.0,2023-06-15T17:17:10.037Z
23901,145508.0,1.0,2023-02-14T23:31:45.437Z,2023-02-13T22:07:16.641Z,2024-02-14T19:42:59.347Z,,,,1.0,2024-02-14T19:42:59.347Z
23864,137647.0,1.0,2023-02-13T17:42:40.068Z,2023-02-13T17:02:39.331Z,2023-02-13T17:42:40.068Z,,,,1.0,
23884,,,,2023-02-13T19:19:03.041Z,2023-02-14T18:14:19.707Z,,29129.0,,,
23882,140449.0,3.0,2023-02-13T23:24:12.303Z,2023-02-13T19:13:01.128Z,2023-02-13T23:24:12.303Z,,,,3.0,
23906,145424.0,1.0,,2023-02-13T23:15:09.937Z,2023-02-13T23:28:18.827Z,,,,1.0,
23890,131856.0,3.0,2023-02-13T23:26:12.709Z,2023-02-13T20:15:18.342Z,2023-02-13T23:26:12.709Z,,,,3.0,
23850,,,,2023-02-13T13:58:55.950Z,2023-02-13T13:58:55.956Z,50747.0,,,,
23908,137924.0,1.0,,2023-02-13T23:38:03.637Z,2023-02-13T23:53:19.445Z,,,,1.0,
23897,137647.0,2.0,,2023-02-13T21:28:42.677Z,2023-02-14T23:18:03.337Z,,,,2.0,
23869,144448.0,1.0,2023-02-13T18:11:43.151Z,2023-02-13T17:36:59.423Z,2023-02-13T18:11:43.152Z,,,,1.0,
23904,,,2023-02-14T02:30:11.113Z,2023-02-13T22:43:55.495Z,2023-02-14T02:30:11.114Z,75926.0,,,,
23853,144997.0,1.0,2023-02-13T18:21:42.569Z,2023-02-13T15:19:04.763Z,2023-02-13T18:21:42.570Z,,,,1.0,
23860,141704.0,4.0,2023-02-14T18:07:58.228Z,2023-02-13T16:29:55.587Z,2023-02-14T18:07:58.228Z,,,,4.0,
23870,135649.0,1.0,2023-02-14T18:32:23.933Z,2023-02-13T17:41:35.632Z,2023-02-14T18:32:23.934Z,,,,1.0,
23902,,,2023-02-15T17:03:37.838Z,2023-02-13T22:29:59.081Z,2023-02-15T17:03:37.839Z,,29179.0,,,
23867,145285.0,1.0,2023-02-13T18:25:33.323Z,2023-02-13T17:19:10.394Z,2023-02-13T18:25:33.323Z,,,,1.0,
23857,,,,2023-02-13T15:49:04.386Z,2023-02-14T14:55:04.403Z,,,2577.0,,
23898,,,2023-02-14T15:32:51.421Z,2023-02-13T21:33:42.759Z,2023-02-14T15:32:51.422Z,74160.0,,,,
23871,145285.0,1.0,2023-02-13T18:26:42.968Z,2023-02-13T17:42:46.978Z,2023-02-13T18:26:42.968Z,,,,1.0,
23874,144279.0,2.0,,2023-02-13T17:55:22.503Z,2023-02-13T18:37:30.557Z,,,,2.0,
23887,145380.0,1.0,2023-02-13T19:54:55.004Z,2023-02-13T19:52:35.190Z,2023-02-13T19:54:55.004Z,,,,1.0,
23880,145333.0,1.0,2023-02-15T18:31:47.809Z,2023-02-13T18:48:24.064Z,2023-02-15T18:31:47.809Z,,,,1.0,
23875,134925.0,1.0,2023-02-13T18:49:00.374Z,2023-02-13T17:56:49.692Z,2023-02-13T18:49:00.374Z,,,,1.0,
23907,134925.0,1.0,2023-02-14T16:30:30.369Z,2023-02-13T23:21:02.109Z,2023-02-14T16:30:30.369Z,,,,1.0,
23959,,,2023-02-15T00:01:15.856Z,2023-02-14T21:00:27.642Z,2023-02-15T00:01:15.857Z,74140.0,,,,
23914,143510.0,1.0,2023-02-14T22:08:35.837Z,2023-02-14T00:21:06.104Z,2023-02-14T22:08:35.837Z,,,,1.0,
23923,137372.0,1.0,,2023-02-14T15:08:35.038Z,2023-03-16T14:25:55.976Z,,,,1.0,
23917,145480.0,1.0,2023-02-14T20:04:33.031Z,2023-02-14T02:47:13.832Z,2023-02-14T20:04:33.031Z,,,,1.0,
23926,139731.0,7.0,,2023-02-14T15:39:10.490Z,2024-02-27T01:04:44.281Z,,,,7.0,2024-02-27T01:04:44.280Z
23922,144070.0,1.0,,2023-02-14T14:46:41.188Z,2023-02-14T18:31:07.427Z,,,,1.0,
23921,138325.0,1.0,2023-02-14T17:45:30.309Z,2023-02-14T13:49:51.071Z,2023-02-14T17:45:30.310Z,,,,1.0,
23918,145030.0,3.0,2023-02-14T18:03:38.907Z,2023-02-14T03:39:14.806Z,2024-02-21T23:39:08.609Z,,,,3.0,2024-02-21T23:39:08.609Z
23916,145546.0,1.0,2023-02-14T18:14:35.923Z,2023-02-14T00:55:58.804Z,2023-02-14T18:14:35.923Z,,,,1.0,
23915,,,2023-02-14T21:34:03.877Z,2023-02-14T00:21:25.169Z,2023-02-14T21:34:03.877Z,75111.0,,,,
23919,143606.0,1.0,2023-02-15T16:12:48.675Z,2023-02-14T05:04:53.652Z,2023-02-15T16:12:48.676Z,,,,1.0,
23924,145424.0,1.0,,2023-02-14T15:22:11.812Z,2023-02-14T15:24:12.407Z,,,,1.0,
23925,144279.0,3.0,,2023-02-14T15:36:47.809Z,2023-02-14T15:43:04.919Z,,,,3.0,
23912,145452.0,1.0,2023-02-14T15:53:50.873Z,2023-02-14T00:06:02.290Z,2023-02-14T15:53:50.873Z,,,,1.0,
23938,138506.0,1.0,2023-02-15T17:41:24.911Z,2023-02-14T17:28:15.972Z,2023-10-27T18:41:55.648Z,,,,1.0,2023-10-27T18:41:55.648Z
23913,109752.0,3.0,2023-02-14T16:08:45.274Z,2023-02-14T00:08:08.584Z,2023-02-14T16:08:45.274Z,,,,3.0,
23947,145524.0,1.0,2023-02-14T19:50:39.104Z,2023-02-14T18:22:54.578Z,2023-02-14T19:50:39.104Z,,,,1.0,
23929,145593.0,1.0,,2023-02-14T16:25:52.498Z,2023-02-14T16:39:32.344Z,,,,1.0,
23930,142624.0,1.0,2023-02-14T16:48:33.840Z,2023-02-14T16:32:21.003Z,2023-02-14T16:48:33.841Z,,,,1.0,
23934,144304.0,2.0,,2023-02-14T17:13:36.704Z,2023-02-14T22:33:54.258Z,,,,2.0,
23958,,,2023-02-15T00:01:13.655Z,2023-02-14T20:59:15.339Z,2023-02-15T00:01:13.656Z,74140.0,,,,
23953,145697.0,1.0,,2023-02-14T19:59:05.989Z,2023-02-14T20:26:30.514Z,,,,1.0,
23928,140563.0,2.0,2023-02-14T17:17:41.653Z,2023-02-14T16:12:18.904Z,2023-02-14T17:17:41.653Z,,,,2.0,
23942,145749.0,1.0,2023-02-14T22:40:08.976Z,2023-02-14T17:56:11.028Z,2023-02-14T22:40:08.976Z,,,,1.0,
23932,145016.0,2.0,2023-02-14T17:18:24.151Z,2023-02-14T16:39:40.113Z,2023-02-14T17:18:24.151Z,,,,2.0,
23975,145878.0,1.0,2023-02-15T17:03:29.077Z,2023-02-14T23:11:44.879Z,2023-02-15T17:03:29.077Z,,,,1.0,
23954,144474.0,1.0,2023-02-14T20:41:08.631Z,2023-02-14T20:26:33.715Z,2023-02-14T20:41:08.631Z,,,,1.0,
23974,140555.0,3.0,2023-02-15T15:57:28.489Z,2023-02-14T22:59:08.895Z,2023-02-15T15:57:28.490Z,,,,3.0,
23936,143222.0,1.0,2023-02-14T17:49:53.716Z,2023-02-14T17:22:23.900Z,2023-02-14T17:49:53.717Z,,,,1.0,
23968,141590.0,1.0,2023-02-15T00:12:47.190Z,2023-02-14T21:46:33.851Z,2023-02-15T00:13:07.290Z,,,,1.0,
23939,145601.0,1.0,,2023-02-14T17:29:40.953Z,2023-02-14T18:02:28.141Z,,,,1.0,
23965,145567.0,1.0,2023-02-15T16:55:04.131Z,2023-02-14T21:24:00.619Z,2023-02-15T16:55:04.131Z,,,,1.0,
23945,145778.0,1.0,2023-02-14T18:20:58.513Z,2023-02-14T18:06:36.977Z,2023-02-14T18:20:58.513Z,,,,1.0,
23933,,,2023-02-16T18:05:08.736Z,2023-02-14T17:09:03.043Z,2023-02-16T18:05:08.736Z,73967.0,,,,
23927,145630.0,1.0,2023-02-14T18:22:25.975Z,2023-02-14T15:45:53.525Z,2023-02-14T18:22:25.975Z,,,,1.0,
